last_name,first_name,player_id,year,player_age,p_formatted_ip,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,
Knight, Dusten,643400,2022,31,11.0,.242,.532,.351,.307,.290,87.4,16.7,16.7,
Leiter Jr., Mark,643410,2022,31,67.2,.231,.378,.307,.317,.148,87.2,10.4,6.2,
Pruitt, Austin,643493,2022,32,55.1,.242,.425,.308,.277,.183,88,12.9,9.7,
Rogers, Tyler,643511,2022,31,75.2,.240,.330,.286,.306,.090,84.2,1.4,3.7,
Schwindel, Frank,643524,2022,30,3.0,.376,.879,.533,.411,.503,91.5,31.2,23.5,
Zeuch, T.J.,643615,2022,26,10.2,.332,.576,.434,.434,.244,91.2,8.3,12.2,
Arano, Victor,644364,2022,27,42.0,.234,.366,.296,.299,.132,85.8,6.4,5.5,
Chang, Yu,644374,2022,26,2.0,.425,.746,.508,.423,.322,93.4,18.3,9.1,
Severino, Anderson,644429,2022,27,7.1,.230,.308,.313,.366,.078,89.7,-3.9,5.3,
Alcantara, Sandy,645261,2022,26,228.2,.215,.331,.267,.268,.116,87.8,5.5,5.3,
Diaz, Jhonathan,646242,2022,25,15.1,.255,.392,.338,.366,.137,91.3,10,4.4,
Pop, Zach,647315,2022,25,39.0,.256,.365,.286,.285,.108,88.2,1.3,5.6,
Wells, Alex,649144,2022,25,3.2,.174,.338,.217,.174,.165,93.2,21.4,10,
Ruiz, Norge,650204,2022,28,19.0,.318,.526,.396,.385,.209,94,12.1,10.4,
Hernandez, Darwinzon,650382,2022,25,6.2,.315,.572,.454,.474,.257,91.2,16.1,20.8,
Mejia, J.C.,650496,2022,25,2.1,.421,.528,.500,.602,.107,90.2,-0.5,0,
Garcia, Bryan,650530,2022,27,20.1,.250,.435,.352,.363,.185,88.8,15.2,13,
Abreu, Bryan,650556,2022,25,60.1,.196,.274,.269,.296,.077,86.6,12.8,3.8,
King, Michael,650633,2022,27,51.0,.207,.307,.263,.274,.100,86.2,8.4,6.8,
Civale, Aaron,650644,2022,27,97.0,.246,.393,.303,.298,.147,88.6,13.5,7.5,
Quijada, Jose,650671,2022,26,40.2,.168,.324,.265,.281,.156,88.1,22.2,10.6,
Cabrera, Genesis,650893,2022,25,44.2,.260,.429,.341,.351,.169,86.3,12.2,7.2,
Castillo, Diego,650895,2022,28,54.1,.201,.320,.269,.288,.119,86.4,9,7.6,
Sanchez, Cristopher,650911,2022,25,40.0,.243,.390,.321,.333,.147,87.9,4.9,6.6,
Diplan, Marcos,650959,2022,25,5.2,.225,.332,.323,.368,.107,88.2,12,0,
Duarte, Daniel,650960,2022,25,2.2,.215,.431,.384,.400,.216,88.9,36.7,11.1,
Rodriguez, Manuel,655889,2022,25,13.2,.278,.385,.354,.394,.107,80.3,6.8,5,
Zabala, Aneurys,656008,2022,25,2.2,.361,.532,.464,.468,.171,88.9,17.8,0,
Abreu, Albert,656061,2022,26,38.2,.234,.370,.324,.347,.136,87.6,2.9,5.5,
Beeks, Jalen,656222,2022,28,61.0,.223,.376,.299,.297,.153,86.7,9.6,8.3,
Bielak, Brandon,656232,2022,26,12.1,.215,.392,.319,.317,.176,88.7,10.9,11.4,
Bird, Jake,656234,2022,26,47.2,.255,.414,.336,.353,.159,91.2,5.4,6.3,
Brigham, Jeff,656257,2022,30,24.0,.237,.379,.308,.313,.142,89.5,23.4,6.3,
Burke, Brock,656271,2022,25,82.1,.219,.362,.284,.281,.143,88.6,13.2,7.1,
Carlton, Drew,656290,2022,26,8.2,.251,.492,.307,.244,.241,91.7,12.5,12,
Cease, Dylan,656302,2022,26,184.0,.184,.292,.257,.273,.109,86.8,15,6.2,
Coonrod, Sam,656322,2022,29,12.2,.231,.305,.312,.360,.074,87.9,13.1,2.8,
Davidson, Tucker,656353,2022,26,52.0,.251,.380,.338,.368,.129,89.6,10.8,5.2,
Davis, Austin,656354,2022,29,56.0,.239,.372,.330,.350,.133,86.5,16.9,7.4,
Faedo, Alex,656412,2022,26,53.2,.277,.464,.358,.355,.187,91.1,19.1,9.8,
Feyereisen, J.P.,656420,2022,29,24.1,.181,.326,.244,.229,.145,89.4,24.9,7.1,
Flaherty, Jack,656427,2022,26,36.0,.242,.390,.341,.366,.148,87.2,11.8,5.6,
Gilbert, Tyler,656457,2022,28,34.1,.302,.557,.389,.354,.255,88.9,19.1,11.4,
Gilbreath, Lucas,656458,2022,26,43.0,.236,.328,.316,.359,.092,88.5,13.5,2.8,
Ginkel, Kevin,656464,2022,28,29.1,.210,.305,.266,.284,.095,89,8.6,4.9,
Griffin, Foster,656492,2022,26,6.1,.338,.570,.465,.487,.232,92.8,8.9,18.2,
Hentges, Sam,656529,2022,25,62.0,.206,.303,.261,.278,.097,88.8,-0.2,5.3,
Hoffman, Jeff,656546,2022,29,44.2,.221,.383,.317,.325,.161,89.3,22.4,8.7,
Holloway, Jordan,656548,2022,26,2.2,.168,.210,.210,.243,.043,85.7,4.2,0,
Houck, Tanner,656557,2022,26,60.0,.241,.355,.305,.329,.114,89.7,4.5,4.9,
Jackson, Andre,656578,2022,26,9.2,.220,.339,.285,.296,.119,87.2,13.2,6.9,
Keller, Mitch,656605,2022,26,159.0,.253,.383,.318,.331,.130,87.9,7.8,7.1,
Kopech, Michael,656629,2022,26,119.1,.216,.375,.308,.311,.159,89.9,18.3,8.8,
Lange, Alex,656638,2022,26,63.1,.202,.310,.283,.309,.108,86.1,4.9,5.2,
Logue, Zach,656657,2022,26,57.0,.274,.523,.370,.336,.249,89.5,19.4,12.4,
Martin, Brett,656685,2022,27,50.0,.253,.382,.304,.317,.129,89.5,6.4,5.2,
Martin, Corbin,656686,2022,26,22.1,.300,.523,.389,.380,.223,91.8,10.9,10.3,
Megill, Trevor,656730,2022,28,45.0,.268,.442,.340,.335,.174,92.2,9.5,8.5,
Megill, Tylor,656731,2022,26,47.1,.253,.438,.321,.303,.185,89.2,13.5,10.4,
Montes de Oca, Bryce,656755,2022,26,3.1,.268,.298,.299,.345,.030,84.6,7.5,0,
Montgomery, Jordan,656756,2022,29,178.1,.258,.400,.310,.303,.143,88.5,9.8,7.1,
Mushinski, Parker,656786,2022,26,7.1,.249,.329,.312,.349,.080,85.6,8.8,5.6,
Nelson, Nick,656793,2022,26,68.2,.222,.323,.297,.322,.101,87.6,15.1,3.6,
Newcomb, Sean,656794,2022,29,27.2,.277,.500,.384,.379,.223,90.7,18.7,13.8,
Norwood, James,656803,2022,28,17.1,.256,.401,.325,.335,.145,91.5,18.9,3.7,
Ortiz, Luis,656814,2022,26,8.2,.207,.344,.277,.279,.137,85.1,16.2,8.3,
Overton, Connor,656818,2022,28,33.0,.235,.341,.288,.303,.105,90.2,16.2,3,
Peterson, David,656849,2022,26,105.2,.231,.363,.308,.325,.131,89.7,8.1,7.7,
Rasmussen, Drew,656876,2022,26,146.0,.238,.375,.290,.283,.137,88.9,10.1,6.6,
Reid-Foley, Sean,656887,2022,26,10.0,.169,.279,.284,.320,.110,85,20.3,3.6,
Scott, Tanner,656945,2022,27,62.2,.223,.324,.316,.359,.101,86.1,7.6,5.4,
Sheffield, Justus,656954,2022,26,11.2,.295,.408,.354,.386,.113,93.5,3.5,2.7,
Smeltzer, Devin,656970,2022,26,70.1,.251,.438,.322,.303,.187,88.8,16.2,7,
Sousa, Bennett,656986,2022,27,20.1,.254,.391,.318,.335,.137,88.7,6.2,6.8,
Steele, Justin,657006,2022,26,119.0,.237,.336,.295,.316,.099,87.1,7.5,3.9,
Swanson, Erik,657024,2022,28,53.2,.201,.291,.237,.244,.090,85,20.3,6.4,
Thompson, Ryan,657044,2022,30,42.2,.230,.338,.273,.286,.108,87.8,6.8,4.7,
Toussaint, Touki,657053,2022,26,25.1,.204,.274,.311,.373,.070,89.4,9.9,3.4,
Watkins, Spenser,657093,2022,29,105.1,.285,.453,.345,.338,.167,90,11.6,7.2,
Wright, Kyle,657140,2022,26,180.1,.244,.384,.306,.308,.139,89,4.4,6.8,
Merryweather, Julian,657240,2022,30,26.2,.246,.457,.327,.304,.211,90.3,14.3,10.3,
Otto Jr., Glenn,657248,2022,26,135.2,.247,.424,.343,.345,.177,89,13.2,8.9,
Strzelecki, Peter,657265,2022,27,35.0,.220,.354,.287,.303,.134,88.1,16.5,7.6,
Uelmen, Erich,657272,2022,26,27.0,.222,.369,.312,.334,.147,89,6.7,8.4,
Webb, Logan,657277,2022,25,192.1,.247,.364,.295,.301,.116,88.9,3.1,5.5,
Schmidt, Clarke,657376,2022,26,57.2,.222,.359,.292,.305,.137,89.1,13.5,9.7,
Gage, Matt,657424,2022,29,13.0,.195,.308,.273,.307,.113,87.3,14.5,6.5,
Baumann, Mike,657508,2022,26,34.1,.266,.416,.325,.320,.150,91.8,9.5,7,
Bernardino, Brennan,657514,2022,30,2.1,.178,.201,.199,.291,.023,84.7,9.5,0,
Ferguson, Caleb,657571,2022,25,34.2,.195,.284,.273,.303,.089,84.8,13.8,3.5,
Garrett, Reed,657585,2022,29,9.1,.295,.433,.381,.427,.137,90.4,8.7,5.9,
Hill, Tim,657612,2022,32,48.0,.236,.301,.274,.305,.065,88.2,1.6,1.3,
Koenig, Jared,657649,2022,28,39.1,.271,.426,.347,.355,.154,90.4,12.3,5.2,
Ryan, Joe,657746,2022,26,147.0,.215,.373,.294,.289,.158,88.2,24.2,8.6,
Seabold, Connor,657756,2022,26,18.1,.281,.465,.360,.355,.185,87.3,22.4,10.3,
Stout, Eric,657770,2022,29,22.1,.220,.361,.323,.354,.142,90.6,21.6,9.1,
Medina, Adonis,658431,2022,25,23.2,.287,.440,.351,.353,.152,91.2,7.4,7.4,
Fernandez, Junior,658551,2022,25,18.2,.223,.324,.309,.346,.101,86.5,1.7,3.6,
Avila, Pedro,658648,2022,25,4.0,.263,.522,.375,.345,.258,90.5,4.2,18.2,
Espinoza, Anderson,659262,2022,24,18.1,.217,.373,.357,.401,.157,89,8.1,10.9,
Lamet, Dinelson,659275,2022,29,32.1,.226,.394,.329,.343,.168,90.5,15.6,9.9,
Ohtani, Shohei,660271,2022,27,166.0,.204,.311,.256,.260,.107,87.1,14.5,6.3,
Reyes, Denyi,660593,2022,25,7.2,.222,.283,.234,.247,.061,89.3,12.6,0,
Paredes, Enoli,660600,2022,26,3.0,.204,.244,.303,.375,.040,87.1,9.6,0,
Ynoa, Huascar,660623,2022,24,6.2,.316,.656,.456,.427,.340,93.1,1.2,21.7,
Castillo, Diego,660636,2022,24,2.0,.358,.539,.470,.529,.181,95.3,-1.6,10,
Rodriguez, Elvin,660730,2022,24,29.2,.284,.550,.391,.365,.266,92.9,17.8,14.7,
Suarez, Jose,660761,2022,24,109.0,.234,.384,.298,.296,.150,88.7,12,8.4,
De Los Santos, Yerry,660787,2022,24,25.2,.243,.437,.333,.326,.194,88.8,9.3,12.3,
Graterol, Brusdar,660813,2022,23,49.2,.207,.294,.246,.258,.087,85.5,-0.7,4.3,
Bazardo, Eduard,660825,2022,26,16.1,.245,.374,.308,.315,.129,87.4,15.6,6.3,
De Los Santos, Enyel,660853,2022,26,53.1,.236,.400,.307,.303,.164,90.6,12,9.6,
Alcala, Jorge,660896,2022,26,2.1,.250,.286,.331,.400,.036,80,15,0,
Perez, Francisco,660906,2022,24,8.2,.309,.537,.425,.438,.229,93,15.1,9.4,
Lopez, Yoan,661255,2022,29,11.0,.234,.396,.311,.324,.162,94.5,16.9,8.6,
Gutierrez, Vladimir,661269,2022,26,36.2,.259,.448,.364,.381,.189,89.3,18.6,9.2,
Martinez, Adrian,661309,2022,25,57.2,.277,.482,.354,.336,.205,89.1,14,10.3,
Ortega, Oliver,661383,2022,25,34.0,.263,.418,.344,.358,.155,90.4,9.3,7.3,
Duran, Jhoan,661395,2022,24,67.2,.187,.269,.233,.250,.082,88.2,-1.1,4.5,
Clase, Emmanuel,661403,2022,24,72.2,.197,.270,.219,.230,.073,86.3,0.3,2.2,
Llovera, Mauricio,661440,2022,26,16.1,.177,.317,.260,.269,.139,83.9,10.7,9.1,
Martinez, Seth,661527,2022,27,38.2,.198,.301,.260,.277,.103,86.6,15.4,5.9,
Gil, Luis,661563,2022,24,4.0,.254,.306,.291,.332,.052,87.5,15,0,
Munoz, Andres,662253,2022,23,65.0,.164,.241,.211,.229,.078,86.2,7.2,5.3,
Suarez, Robert,663158,2022,31,47.2,.197,.314,.282,.302,.118,88.4,12.3,8.6,
Feltner, Ryan,663372,2022,25,97.1,.260,.454,.340,.328,.194,89.7,13.3,8.3,
Szapucki, Thomas,663378,2022,26,15.0,.256,.531,.372,.334,.275,93.2,18.6,14.3,
Smith, Chad,663385,2022,27,18.0,.179,.297,.307,.348,.118,88,4.8,6.7,
Thornton, Trent,663423,2022,28,46.0,.267,.460,.348,.338,.193,90.1,19.2,6.7,
Rainey, Tanner,663432,2022,29,30.0,.222,.400,.309,.300,.178,89.4,22.5,10.1,
Martin, Davis,663436,2022,25,63.1,.268,.431,.334,.330,.163,89.1,17.1,7.1,
Pilkington, Konnor,663455,2022,24,58.0,.245,.406,.337,.346,.161,89.2,13.2,12.1,
Bubic, Kris,663460,2022,24,129.0,.286,.455,.362,.367,.169,90,10.7,7.8,
Allard, Kolby,663465,2022,24,21.0,.269,.521,.362,.328,.252,91.6,19.4,14.8,
McKenzie, Triston,663474,2022,24,191.1,.222,.397,.293,.274,.175,90.2,19.7,9.8,
Sands, Cole,663485,2022,24,30.2,.226,.408,.325,.322,.183,89.3,14.1,7.1,
Allen, Logan,663531,2022,25,7.2,.284,.471,.380,.392,.187,89.8,14.5,11.1,
Hjelle, Sean,663546,2022,25,25.0,.267,.396,.318,.325,.128,89.5,3.2,6.4,
Mize, Casey,663554,2022,25,10.0,.284,.547,.370,.316,.263,92,17.4,10.3,
McClanahan, Shane,663556,2022,25,166.1,.207,.332,.261,.257,.126,87.6,8.3,6.4,
Moran, Jovani,663558,2022,25,40.2,.168,.250,.236,.259,.082,85,7.4,5.4,
Falter, Bailey,663559,2022,25,84.0,.262,.455,.331,.309,.193,89,17.6,8.3,
Santillan, Tony,663574,2022,25,19.2,.253,.356,.329,.375,.103,89.7,17.9,3.4,
Small, Ethan,663629,2022,25,6.1,.274,.534,.425,.450,.259,93.2,15.1,16.7,
McKenna, Ryan,663630,2022,25,1.1,.373,.494,.374,.383,.121,93.8,20.6,0,
Neidert, Nick,663734,2022,25,5.0,.297,.444,.320,.297,.147,93.9,12.7,5.9,
Lynch, Daniel,663738,2022,25,131.2,.277,.450,.345,.343,.174,91.2,12.8,8.8,
Morris, Cody,663752,2022,25,23.2,.254,.425,.341,.345,.171,88,16.4,12.3,
Knehr, Reiss,663753,2022,25,13.2,.231,.382,.321,.336,.150,91.5,20,9.8,
Woodford, Jake,663765,2022,25,48.1,.276,.378,.310,.321,.102,88,9.4,5.3,
Hoeing, Bryan,663773,2022,25,12.2,.321,.629,.429,.377,.307,91.7,6.1,16,
Sandoval, Patrick,663776,2022,25,148.2,.246,.359,.307,.323,.114,87.3,11.4,5.7,
Kowar, Jackson,663804,2022,25,15.2,.299,.474,.380,.393,.175,87.5,9.5,7.4,
Hicks, Jordan,663855,2022,25,61.1,.213,.331,.307,.338,.118,86.9,1.4,7,
Singer, Brady,663903,2022,25,153.1,.247,.397,.309,.304,.150,89.3,8.6,8.2,
Holton, Tyler,663947,2022,26,9.0,.240,.362,.293,.299,.122,86.6,21.5,3.3,
Paddack, Chris,663978,2022,26,22.1,.240,.347,.275,.269,.107,88.7,10.1,5.7,
Stephan, Trevor,663986,2022,26,63.2,.195,.273,.239,.261,.079,87.5,10.2,3.1,
Vespi, Nick,663989,2022,26,26.1,.286,.491,.357,.342,.205,87.7,10,10.7,
Lakins Sr., Travis,664042,2022,28,10.1,.324,.593,.435,.419,.268,92.1,17.6,20,
Stashak, Cody,664054,2022,28,16.1,.238,.379,.263,.236,.141,87.9,23.7,4,
Gonsolin, Tony,664062,2022,28,130.1,.220,.342,.276,.281,.123,89,13.8,5.6,
Cleavinger, Garrett,664076,2022,28,23.0,.214,.354,.283,.283,.140,88.2,15.2,7.7,
Poppen, Sean,664092,2022,28,28.2,.222,.364,.294,.308,.142,89.1,16.6,7.1,
Effross, Scott,664123,2022,28,56.2,.204,.303,.248,.261,.100,87.3,8.7,4,
Fairbanks, Pete,664126,2022,28,24.0,.131,.182,.154,.160,.050,87.3,9.5,2.2,
Gibaut, Ian,664139,2022,28,36.0,.212,.305,.282,.310,.093,86.6,14.9,4.3,
Brubaker, JT,664141,2022,28,144.0,.257,.414,.329,.330,.157,89.6,10.8,7.6,
Swarmer, Matt,664161,2022,28,34.0,.245,.498,.361,.343,.254,90.7,17.7,13.4,
Clarke, Taylor,664199,2022,29,49.0,.230,.373,.277,.263,.143,89.5,19.1,6.2,
Cyr, Tyler,664202,2022,29,13.1,.254,.383,.321,.336,.129,93.6,11.7,9.1,
Maton III, Phil,664208,2022,29,65.2,.246,.383,.320,.336,.137,85.1,14.2,6.3,
Valdez, Framber,664285,2022,28,201.1,.227,.330,.284,.301,.102,89.8,-3.6,5.8,
Moreta, Dauri,664294,2022,26,38.1,.221,.405,.311,.304,.184,90.6,22.9,12.5,
Javier, Cristian,664299,2022,25,148.2,.168,.286,.244,.250,.118,88.4,25.4,7.2,
Yajure, Miguel,664337,2022,24,24.1,.326,.521,.414,.430,.195,92.3,15.5,7.1,
Urquidy, Jose,664353,2022,27,164.1,.256,.451,.329,.306,.194,89.7,17.2,9.4,
Romero, Jhon,664584,2022,27,5.0,.245,.291,.252,.276,.047,87.9,1.9,0,
Lopez, Alejo,664670,2022,26,2.2,.247,.606,.360,.247,.359,89,37.6,20,
Diaz, Alexis,664747,2022,25,63.2,.159,.279,.260,.286,.120,86.7,21,7.5,
Cousins, Jake,664776,2022,27,13.1,.184,.289,.281,.322,.105,83.2,13.2,7.1,
Young, Danny,664849,2022,28,6.1,.275,.411,.323,.320,.136,84.1,5.9,4.2,
Helsley, Ryan,664854,2022,27,64.2,.152,.275,.223,.223,.123,88.8,22.2,8.8,
Dowdy, Kyle,664871,2022,29,6.1,.235,.323,.310,.349,.087,89.1,14.2,5,
Lawrence, Justin,664875,2022,27,42.2,.222,.325,.293,.317,.102,87.8,5.9,4.2,
Naile, James,664942,2022,29,9.0,.300,.494,.363,.338,.194,90.1,9.2,6.7,
Vieaux, Cam,664944,2022,28,8.2,.230,.471,.348,.328,.241,92.7,18.4,15.4,
Misiewicz, Anthony,664948,2022,27,29.0,.230,.431,.312,.296,.201,90.1,16.2,11.9,
Kelley, Trevor,665001,2022,29,23.2,.217,.429,.317,.297,.212,85,19.6,12.3,
Clemens, Kody,665019,2022,26,7.0,.349,.489,.372,.369,.140,89.6,17.5,3.2,
Kremer, Dean,665152,2022,26,125.1,.265,.423,.326,.321,.158,88.4,14.7,7.3,
Garcia, Rony,665621,2022,24,51.0,.279,.543,.379,.339,.264,91.5,18.9,16.3,
Peguero, Elvis,665625,2022,25,17.1,.276,.470,.346,.323,.194,88.9,8,8.3,
Castro, Kervin,665645,2022,23,12.1,.272,.465,.362,.362,.193,93.5,14.9,7.7,
Sanmartin, Reiver,665665,2022,26,57.0,.229,.377,.306,.316,.148,86,4.6,7.2,
Cabrera, Edward,665795,2022,24,71.2,.209,.366,.312,.324,.156,86.7,12.7,8.6,
Assad, Javier,665871,2022,24,37.2,.255,.388,.327,.345,.133,87.5,17.8,5.2,
Marte, Jose,665896,2022,26,11.0,.244,.424,.412,.479,.180,91.8,24.8,8,
Anderson, Ian,666120,2022,24,111.2,.254,.383,.323,.338,.129,89.2,8.4,6.2,
Garrett, Braxton,666129,2022,24,88.0,.247,.389,.312,.316,.142,89.4,9,7.2,
Ragans, Cole,666142,2022,24,40.0,.276,.419,.336,.343,.143,87.5,18.2,6.9,
Lodolo, Nick,666157,2022,24,103.1,.215,.362,.309,.321,.147,88.7,11.9,9.1,
Manning, Matt,666159,2022,24,63.0,.256,.402,.310,.309,.146,89.1,14.8,6.2,
Thompson, Mason,666168,2022,24,24.2,.241,.359,.300,.310,.118,86.1,12.2,3.9,
Luzardo, Jesus,666200,2022,24,100.1,.218,.352,.287,.290,.134,89,13.2,6.6,
Manoah, Alek,666201,2022,24,196.2,.224,.343,.284,.290,.118,87.5,16.9,5.4,
Jimenez, Dany,666204,2022,28,34.1,.197,.306,.262,.295,.109,89.4,16.2,4.3,
Muller, Kyle,666205,2022,24,12.1,.275,.427,.357,.375,.152,88,16.2,7.7,
Wentz, Joey,666214,2022,24,32.2,.214,.346,.296,.299,.132,88.8,12.9,7.4,
Brash, Matt,666374,2022,24,50.2,.247,.355,.328,.367,.108,88.8,6.7,4.8,
Santos, Gregory,666619,2022,22,3.2,.194,.245,.280,.336,.052,87.2,-1.5,0,
Castillo, Max,666721,2022,23,39.1,.250,.431,.335,.328,.181,90.7,11.5,10.3,
Doval, Camilo,666808,2022,24,67.2,.199,.287,.266,.293,.088,85.9,-0.8,4.6,
Frias, Luis,666818,2022,24,17.0,.262,.396,.365,.410,.134,91.6,14.3,5.2,
Cano, Yennier,666974,2022,28,18.0,.260,.373,.346,.388,.113,88.7,5.6,5.1,
Nance, Tommy,667297,2022,31,43.2,.238,.357,.308,.336,.118,88.5,9.2,4.4,
Rondon, Angel,667373,2022,24,5.0,.202,.306,.290,.321,.104,89.4,26.4,0,
Sanchez, Miguel,667376,2022,28,13.1,.257,.444,.340,.356,.187,85.4,5.9,9.8,
Jackson, Zach,667427,2022,27,48.0,.185,.322,.295,.328,.137,89.4,21.6,10,
King, John,667463,2022,27,51.1,.279,.405,.317,.327,.126,90.7,0.2,6.2,
Fletcher, Aaron,667465,2022,26,11.2,.252,.430,.357,.355,.177,90.8,12.5,10.3,
Dugger, Robert,667498,2022,26,16.0,.253,.454,.337,.326,.201,91.2,24,13,
Tyler, Kyle,667725,2022,25,4.0,.250,.337,.287,.304,.087,86,-1.9,9.1,
Miller, Tyson,668338,2022,26,10.2,.261,.374,.351,.393,.112,83,7.2,2.6,
Nogosek, Stephen,668665,2022,27,22.0,.238,.392,.306,.302,.154,89.5,19.4,7.6,
Plesac, Zach,668676,2022,27,131.2,.278,.474,.351,.333,.196,89.5,13,9.6,
Gallen, Zac,668678,2022,26,184.0,.213,.341,.278,.279,.127,87.8,10.8,7.8,
Tully, Tanner,668684,2022,27,6.0,.308,.562,.427,.446,.254,91.1,20,13.6,
Kranick, Max,668820,2022,24,5.0,.143,.185,.230,.278,.042,80.3,20.8,0,
McGee, Easton,668834,2022,24,3.0,.265,.384,.279,.265,.119,88.9,22.2,0,
Thompson, Zack,668868,2022,24,34.2,.233,.352,.300,.313,.119,87,5.4,6.3,
Kilian, Caleb,668873,2022,25,11.1,.218,.293,.323,.400,.075,91.1,7.2,2.9,
Greene, Hunter,668881,2022,22,125.2,.220,.393,.310,.305,.174,89.7,20.7,9.4,
Ashcraft, Graham,668933,2022,24,105.0,.263,.376,.311,.323,.113,86.9,3.8,4.8,
Romero, JoJo,668941,2022,25,16.1,.232,.404,.338,.349,.172,89.5,2.7,10,
McCarty, Kirk,668948,2022,26,37.2,.254,.494,.352,.321,.240,89.5,17,10.9,
Hollowell, Gavin,668970,2022,24,7.0,.194,.290,.262,.290,.096,87.7,26.5,5,
Gore, MacKenzie,669022,2022,23,70.0,.259,.432,.349,.356,.173,90.8,13.7,9.7,
Wilson, Bryse,669060,2022,24,115.2,.291,.474,.358,.347,.183,90.9,11.5,7.7,
Hall, DL,669084,2022,23,13.2,.215,.256,.251,.286,.041,83.3,12.7,2.6,
Estrada, Jeremiah,669093,2022,23,5.2,.240,.409,.319,.322,.169,85.9,15.9,7.1,
Zimmermann, Bruce,669145,2022,27,73.2,.302,.562,.384,.333,.260,91.1,14,13.2,
May, Dustin,669160,2022,24,30.0,.214,.312,.298,.332,.097,86.6,4.7,5.1,
Heasley, Jonathan,669169,2022,25,104.0,.268,.456,.353,.350,.188,90.2,14.9,9.4,
Nelson, Ryne,669194,2022,24,18.1,.174,.295,.234,.243,.121,89.6,25.8,6.4,
Burnes, Corbin,669203,2022,27,202.0,.212,.337,.273,.275,.124,87.2,10,5.7,
Akin, Keegan,669211,2022,27,81.2,.242,.380,.296,.290,.138,87.8,7.9,6.5,
