SSBB,MLBAM,NL,pos,h,age,team,firstName,lastName,1B,2B,3B,SS,OF,osbAL,ocsAL,osbNL,ocsNL,BAvR,OBvR,SLvR,BAvL,OBvL,SLvL
564,691777,1564,SS,R,20,Oak,Max,Muncy(Oak),,,,4.75,,,,,,-4,-6,-11,8,14,24
565,,1565,SS,R,21,Oak,Darell,Hernaiz,,,,4.75,,,,,,-4,-6,-11,8,14,24
566,702284,1566,SS,L,19,Sea,Cole(round/1/2022/MLB/draft),Young,,,,4.75,,,,,,4,6,16,-14,-20,-48
567,682668,1567,SS,R,21,Tex,Jose,Acuna,,,,4.75,,,,,,-4,-6,-11,8,14,24
568,682619,1568,SS,R,21,Tor,Orelvis,Martinez,,,,4.75,,,,,,-4,-6,-11,8,14,24
569,,1569,SS,R,19,Tor,Manuel,Beltre,,,,4.75,,,,,,-4,-6,-11,8,14,24
570,,1570,SS,R,22,Tor,Leo,Jimenez,,,,4.75,,,,,,-4,-6,-11,8,14,24
571,,1571,SS,R,22,Tor,Josh(round/2/2022/MLB/draft),Kasevich,,,,4.75,,,,,,-4,-6,-11,8,14,24
572,,1572,SS,L,23,Tor,Addison,Barger,,,,4.75,,,,,,4,6,16,-14,-20,-48
573,675659,1573,SS,B,25,TB,Greg,Jones,,,,4.75,,,,,,-8,-4,-7,18,11,16
574,694181,1574,SS,L,19,TB,Carlos,Colmenarez,,,,4.75,,,,,,4,6,16,-14,-20,-48
575,700246,1575,SS,R,19,TB,Carson,Williams,,,,4.75,,,,,,-4,-6,-11,8,14,24
576,691938,1576,SS,R,21,TB,Willy,Vasquez,,,,4.75,,,,,,-4,-6,-11,8,14,24
577,,1577,SS,R,22,TB,Osleivis,Basabe,,,,4.75,,,,,,-4,-6,-11,8,14,24
578,592450,1578,OF,R,31,NYA,Aaron,Judge,,,,,2.12,,,,,1,0,-1,-2,1,4
579,656775,1579,OF,L,28,Bal,Cedric,Mullins,,,,,2.19,,,,,8,11,23,-19,-28,-56
580,666969,1580,OF,R,30,Tex,Adolis,Garcia,,,,,2.15,,,,,1,-1,-2,-2,3,4
581,668227,1581,OF,R,28,TB,Randy,Arozarena,,,,,2.08,,,,,-9,-12,-22,22,28,53
582,623993,1582,OF,B,28,Bal,Anthony,Santander,,,,,2.03,,,,,-11,-9,-10,25,20,24
583,657077,1583,OF,L,26,Bos,Alex,Verdugo,,,,,2.08,,,,,9,12,26,-24,-32,-71
584,680757,1584,OF,L,25,Cle,Steven,Kwan,,,,,2.13,,,,,5,9,19,-14,-30,-58
585,663656,1585,OF,L,26,Hou,Kyle,Tucker,,,,,2.11,,,,,6,11,5,-13,-26,-11
586,664702,1586,OF,R,28,Cle,Myles,Straw,,,,,2.24,,,,,-3,-4,-4,7,9,8
587,669720,1587,OF,R,27,Bal,Austin,Hays,,,,,2.11,,,,,-8,-9,-16,18,20,35
588,543807,1588,OF,R,33,Tor,George,Springer,,,,,2.13,,,,,-2,-5,-3,4,11,8
589,621493,1589,OF,R,29,LAA,Taylor,Ward,,,,,2.06,,,,,-3,-7,-1,8,15,1
590,677594,1590,OF,R,22,Sea,Julio,Rodriguez(Sea),,,,,2.17,,,,,-1,-6,-3,3,14,7
591,670541,1591,OF,L,25,Hou,Yordan,Alvarez,,,,,2.04,,,,,-1,1,6,3,-2,-13
592,664913,1592,OF,L,30,Oak,Seth,Brown,1.85,,,,2.1,,,,,6,7,21,-23,-28,-80
593,683734,1593,OF,R,25,ChA,Andrew,Vaughn,1.84,,,,2.03,,,,,-7,-13,-14,17,32,35
594,606192,1594,OF,R,30,Sea,Teoscar,Hernandez,,,,,2.08,,,,,-8,-9,-27,21,24,75
595,572041,1595,OF,R,35,Sea,AJ,Pollock,,,,,2.1,,,,,-5,-6,-24,12,14,57
596,592669,1596,OF,R,31,LAA,Hunter,Renfroe,,,,,2.08,,,,,-4,-12,-8,10,26,19
597,643217,1597,OF,L,28,ChA,Andrew,Benintendi,,,,,2.11,,,,,2,5,14,-7,-14,-38
598,545361,1598,OF,R,31,LAA,Mike,Trout,,,,,2.13,,,,,-3,-9,2,7,21,-5
599,572191,1599,OF,R,32,Min,MichaelA.,Taylor,,,,,2.23,,,,,-5,-8,-14,13,19,32
600,543305,1600,OF,B,33,NYA,Aaron,Hicks,,,,,2.11,,,,,-8,-2,-11,20,5,26
601,519317,1601,OF,R,33,NYA,Giancarlo,Stanton,,,,,2,,,,,-1,-4,1,1,10,-3
602,596146,1602,OF,L,30,Min,Max,Kepler,,,,,2.09,,,,,6,8,21,-17,-24,-61
603,682985,1603,OF,L,22,Det,Riley,Greene,,,,,2.14,,,,,-1,2,10,2,-7,-29
604,608336,1604,OF,L,29,Min,Joey,Gallo,,,,,2.07,,,,,5,7,17,-14,-20,-48
605,657757,1605,OF,L,27,ChA,Gavin,Sheets,,,,,2.06,,,,,7,7,22,-26,-27,-84
606,676801,1606,OF,R,28,Hou,Chas,Mccormick,,,,,2.12,,,,,-9,-10,-21,20,24,50
607,673357,1607,OF,R,25,ChA,Luis,Robert,,,,,2.16,,,,,-7,-11,-19,19,28,50
608,571771,1608,OF,R,31,Bos,Kike(Enrique),Hernandez,,,,,2.16,,,,,-4,-12,-19,9,25,43
609,657656,1609,OF,R,28,Oak,Ramon,Laureano,,,,,2.12,,,,,-8,-12,-10,18,27,23
610,621439,1610,OF,R,29,Min,Byron,Buxton,,,,,2.2,,,,,-6,-7,-12,14,16,28
611,660757,1611,OF,R,25,Cle,Oscar,Gonzalez,,,,,2.09,,,,,0,-2,-7,1,5,15
612,622534,1612,OF,R,28,TB,Manuel,Margot,,,,,2.11,,,,,-8,-13,-15,18,26,31
613,663837,1613,OF,R,26,Det,Matt,Vierling,,,,,2.12,,,,,-10,-10,-14,20,21,29
614,665482,1614,OF,R,24,Min,Gilberto,Celestino,,,,,2.14,,,,,2,1,-4,-3,-1,8
615,665750,1615,OF,B,24,Tex,Leody,Taveras,,,,,2.14,,,,,-6,-4,-3,15,10,7
616,642350,1616,OF,R,27,TB,Jose,Siri,,,,,2.19,,,,,0,-4,-4,0,9,10
617,650391,1617,OF,R,26,ChA,Eloy,Jimenez,,,,,2.05,,,,,1,-2,0,-2,6,1
618,594807,1618,OF,R,34,Bos,Adam,Duvall,,,,,2.12,,,,,0,-3,-2,-1,8,5
619,664056,1619,OF,R,28,NYA,Harrison,Bader,,,,,2.22,,,,,1,-2,-4,-1,6,12
620,666176,1620,OF,R,24,LAA,Jo,Adell,,,,,2.08,,,,,-1,-2,-8,2,4,16
621,488726,1621,OF,L,35,Hou,Michael,Brantley,,,,,2.06,,,,,11,15,26,-29,-39,-67
622,664728,1622,OF,L,26,KC,Kyle,Isbel,,,,,2.12,,,,,3,4,16,-10,-13,-52
623,665506,1623,OF,R,24,Oak,Cristian,Pache,,,,,2.15,,,,,-7,-10,-16,16,22,37
624,668731,1624,OF,L,24,Det,Akil,Baddoo,,,,,2.11,,,,,5,8,23,-16,-25,-72
625,680776,1625,OF,L,26,Bos,Jarren,Duran,,,,,2.12,,,,,5,7,19,-16,-22,-59
626,595281,1626,OF,L,33,Tor,Kevin,Kiermaier,,,,,2.17,,,,,1,5,16,-4,-14,-46
627,621433,1627,OF,L,28,LAA,Brett,Phillips,,,,,2.12,,,,,11,13,30,-35,-40,-93
628,669450,1628,OF,B,28,Sea,Cooper,Hummel,,,,,2.05,,,,,-4,-1,-2,9,1,4
629,664059,1629,OF,B,28,Sea,Sam,Haggerty,,,,,2.1,,,,,-11,-10,-19,25,23,44
630,666139,1630,OF,L,25,TB,Josh,Lowe,,,,,2.1,,,,,9,10,23,-27,-30,-70
631,672284,1631,OF,L,23,Sea,Jarred,Kelenic,,,,,2.12,,,,,7,10,27,-19,-27,-70
632,669352,1632,OF,R,24,Tex,Bubba,Thompson,,,,,2.1,,,,,0,-3,-7,-1,7,16
633,663616,1633,OF,L,26,Min,Trevor,Larnach,,,,,2.08,,,,,5,8,18,-13,-24,-51
634,608701,1634,OF,R,32,Bos,Rob,Refsnyder,,,,,2.1,,,,,-10,-12,-18,20,25,37
635,658668,1635,OF,R,27,KC,Edward,Olivares,,,,,2.07,,,,,-1,-4,-10,3,9,23
636,663630,1636,OF,R,26,Bal,Ryan,McKenna,,,,,2.11,,,,,-2,-3,-9,3,7,18
637,665828,1637,OF,B,24,NYA,Oswaldo,Cabrera,,,,,2.08,,,,,-8,-5,-4,19,12,11
638,664247,1638,OF,R,31,Min,Kyle,Garlick,,,,,2.08,,,,,-6,-6,-22,11,11,43
639,676694,1639,OF,R,26,Hou,Jake,Meyers,,,,,2.19,,,,,-6,-6,-15,14,12,33
640,666135,1640,OF,L,25,Min,Alex,Kirilloff,,,,,2.05,,,,,4,5,13,-11,-14,-39
641,640457,1641,OF,L,27,Det,Austin,Meadows,,,,,2.06,,,,,8,11,30,-22,-30,-83
642,676632,1642,OF,L,27,Hou,Bligh,Madris,,,,,2.08,,,,,3,6,13,-11,-20,-42
643,680700,1643,OF,L,25,Cle,Richie,Palacios,,,,,2.07,,,,,4,4,12,-14,-14,-41
644,681987,1644,OF,R,26,KC,Nate,Eaton,,,,,2.09,,,,,-4,-6,-14,10,14,33
645,666211,1645,OF,L,25,Sea,Taylor,Trammell,,,,,2.1,,,,,9,10,25,-26,-30,-74
646,681481,1646,OF,L,25,Det,Kerry,Carpenter,,,,,2.07,,,,,5,7,18,-15,-23,-54
647,666160,1647,OF,L,24,LAA,Mickey,Moniak,,,,,2.12,,,,,5,7,17,-16,-22,-54
648,671221,1648,OF,B,24,KC,Drew,Waters,,,,,2.11,,,,,-7,-2,-7,16,5,17
649,669065,1649,OF,L,25,Bal,Kyle,Stowers,,,,,2.07,,,,,4,5,12,-13,-17,-39
650,665155,1650,OF,L,26,Det,Nick,Maton,,,,,2.08,,,,,1,4,10,-4,-12,-30
651,545350,1651,OF,R,32,ChA,Jake,Marisnick,,,,,2.13,,,,,-3,-5,-9,5,9,19
652,670042,1652,OF,L,28,TB,Luke,Raley,,,,,2.07,,,,,6,7,17,-18,-23,-53
653,670276,1653,OF,L,26,Oak,Cal,Stevenson,,,,,2.14,,,,,3,6,13,-11,-19,-42
654,670242,1654,OF,L,25,Min,Matt,Wallner,,,,,2.08,,,,,6,8,18,-18,-25,-56
655,666181,1655,OF,L,24,Cle,Will,Benson,,,,,2.12,,,,,5,6,14,-15,-18,-45
656,668843,1656,OF,L,25,Oak,Conner,Capel,,,,,2.08,,,,,5,5,16,-14,-17,-52
657,686823,1657,OF,L,25,Cle,Will,Brennan,,,,,2.09,,,,,6,8,17,-18,-24,-54
658,667670,1658,OF,R,28,Oak,Brent,Rooker,,,,,2.06,,,,,-3,-6,-6,7,14,13
659,665923,1659,OF,R,24,Oak,Esteury,Ruiz,,,,,2.1,,,,,-3,-6,-9,7,12,19
660,664314,1660,OF,L,25,NYA,Estevan,Florial,,,,,2.14,,,,,5,6,16,-14,-18,-50
661,677008,1661,OF,L,24,Bal,Heston,Kjerstad,,,,,2.1,,,,,4,6,16,-14,-20,-48
662,681297,1662,OF,L,23,Bal,Colton,Cowser,,,,,2.1,,,,,4,6,16,-14,-20,-48
663,,1663,OF,L,22,Bal,Dylan(round/1C/2022/MLB/draft),Beavers,,,,,2.1,,,,,4,6,16,-14,-20,-48
664,,1664,OF,R,19,Bos,Miguel,Bleis,,,,,2.1,,,,,-4,-6,-11,8,14,24
665,,1665,OF,R,22,Bos,Ceddanne,Rafaela,,,,,2.1,,,,,-4,-6,-11,8,14,24
666,,1666,OF,L,29,Bos,Masataka,Yoshida,,,,,2.1,,,,,4,6,16,-14,-20,-48
667,677941,1667,OF,R,23,LAA,Jordyn,Adams,,,,,2.1,,,,,-4,-6,-11,8,14,24
668,673461,1668,OF,R,25,ChA,Yoelqui,Cespedes,,,,,2.1,,,,,-4,-6,-11,8,14,24
669,693049,1669,OF,L,24,ChA,Oscar,Colas,,,,,2.1,,,,,4,6,16,-14,-20,-48
670,678877,1670,OF,R,21,Cle,Jhonkensy,Noel,,,,,2.1,,,,,-4,-6,-11,8,14,24
671,671655,1671,OF,L,22,Cle,George,Valera,,,,,2.1,,,,,4,6,16,-14,-20,-48
672,800050,1672,OF,L,22,Cle,Chase(round/1/2022/MLB/draft),DeLauter,,,,,2.1,,,,,4,6,16,-14,-20,-48
673,691449,1673,OF,R,20,Det,Roberto,Campos,,,,,2.1,,,,,-4,-6,-11,8,14,24
674,678009,1674,OF,L,23,Det,Parker,Meadows,,,,,2.1,,,,,4,6,16,-14,-20,-48
675,688457,1675,OF,L,22,KC,Gavin(round/1/2022/MLB/draft),Cross,,,,,2.1,,,,,4,6,16,-14,-20,-48
676,,1676,OF,R,24,KC,Tyler,Gentry,,,,,2.1,,,,,-4,-6,-11,8,14,24
677,682618,1677,OF,R,21,Min,Misael,Urbina,,,,,2.1,,,,,-4,-6,-11,8,14,24
678,691181,1678,OF,L,20,Min,Emmanuel,Rodriguez,,,,,2.1,,,,,4,6,16,-14,-20,-48
679,691176,1679,OF,B,20,NYA,Jasson,Dominguez,,,,,2.1,,,,,-8,-4,-7,18,11,16
680,677592,1680,OF,R,22,NYA,Everson,Pereira,,,,,2.1,,,,,-4,-6,-11,8,14,24
681,682987,1681,OF,L,21,NYA,Spencer(round/1/2022/MLB/draft),Jones,,,,,2.1,,,,,4,6,16,-14,-20,-48
682,676113,1682,OF,L,24,Sea,Zach,DeLoach,,,,,2.1,,,,,4,6,16,-14,-20,-48
683,703155,1683,OF,L,18,Sea,Lazaro,Montes,,,,,2.1,,,,,4,6,16,-14,-20,-48
684,665832,1684,OF,R,19,Sea,Gabriel,Gonzalez,,,,,2.1,,,,,-4,-6,-11,8,14,24
685,682729,1685,OF,L,20,Sea,Jonaton,Clase,,,,,2.1,,,,,4,6,16,-14,-20,-48
686,657089,1686,OF,R,27,Sea,Logan,Warmoth,,,,,2.1,,,,,-4,-6,-11,8,14,24
687,,1687,OF,L,25,Sea,Cade,Marlowe,,,,,2.1,,,,,4,6,16,-14,-20,-48
688,,1688,OF,L,22,Sea,Alberto,Rodriguez,,,,,2.1,,,,,4,6,16,-14,-20,-48
689,687957,1689,OF,L,23,Tex,Dustin,Harris,,,,,2.1,,,,,4,6,16,-14,-20,-48
690,694497,1690,OF,L,20,Tex,Evan,Carter,,,,,2.1,,,,,4,6,16,-14,-20,-48
691,,1691,OF,R,18,Tex,Anthony,Gutierrez,,,,,2.1,,,,,-4,-6,-11,8,14,24
692,,1692,OF,R,20,Tor,Gabriel,Martinez,,,,,2.1,,,,,-4,-6,-11,8,14,24
693,,1693,OF,R,21,Tor,Dasan,Brown,,,,,2.1,,,,,-4,-6,-11,8,14,24
694,694175,1694,OF,R,24,Hou,Pedro,Leon,,,,,2.1,,,,,-4,-6,-11,8,14,24
695,,1695,OF,L,22,Hou,Colin,Barber,,,,,2.1,,,,,4,6,16,-14,-20,-48
696,687551,1696,OF,L,22,Hou,Drew(round/1/2022/MLB/draft),Gilbert,,,,,2.1,,,,,4,6,16,-14,-20,-48
697,,1697,OF,L,22,Hou,Jacob(round/2/2022/MLB/draft),Melton,,,,,2.1,,,,,4,6,16,-14,-20,-48
698,,1698,OF,L,22,TB,Brock(round/2/2022/MLB/draft),Jones,,,,,2.1,,,,,4,6,16,-14,-20,-48
699,,1699,OF,R,22,TB,Shane,Sasaki,,,,,2.1,,,,,-4,-6,-11,8,14,24
700,,1700,OF,R,22,TB,Mason,Auer,,,,,2.1,,,,,-4,-6,-11,8,14,24
701,660271,1701,DH,L,28,LAA,Shohei,Ohtani-H,,,,,,,,,,2,8,5,-5,-20,-12
702,408234,1702,DH,R,40,Det,Miguel,Cabrera,,,,,,,,,,-5,-10,-6,13,24,15
703,596115,1703,2B,R,30,Bos,Trevor(out/until/July?),Story,,4.26,,,,,,,,-7,-8,-23,18,20,57
704,521230,1704,SR,R,34,ChA,Liam(illness/out/until/5-23?),Hendriks,,,,,,,,,,,,,,,
705,547943,1705,P,L,36,Tor,Hyun-Jin(out/until/7-23?),Ryu,,,,,,,,,,,,,,,
706,669358,1706,P,R,23,TB,Shane(out/2023),Baz,,,,,,,,,,,,,,,
707,669373,1707,P,L,26,Det,Tarik(out/until/6-23?),Skubal,,,,,,,,,,,,,,,
708,663978,1708,P,R,27,Min,Chris(out/until/9-23?),Paddack,,,,,,,,,,,,,,,
709,663554,1709,P,R,25,Det,Casey(out/until/9-23?),Mize,,,,,,,,,,,,,,,
710,661563,1710,P,R,24,NYA,Luis(out/until/7-23?),Gil,,,,,,,,,,,,,,,
711,664123,1711,SR,R,29,NYA,Scott(out/2023),Effross,,,,,,,,,,,,,,,
712,676979,1712,SR,L,23,ChA,Garrett(out/until/6-23?),Crochet,,,,,,,,,,,,,,,
713,668904,1713,SS,R,23,Min,Royce(out/until/7-23?),Lewis,,,,4.75,,,,,,-4,-7,-10,9,16,24
714,701648,1714,OF,L,22,Tex,Aaron(out/until/6-23?),Zavala,,,,,2.1,,,,,4,6,16,-14,-20,-48
715,670867,1715,3B,B,23,LAA,Kevin,Maitan,,,2.65,,,,,,,-8,-4,-7,18,11,16
716,614173,1716,OF,L,28,Bal,Franchy,Cordero,1.85,,,,2.07,,,,,4,5,13,-15,-18,-47
717,,1717,P,R,22,Oak,Royber,Salinas,,,,,,,,,,,,,,,
718,681520,1718,P,L,23,Tex,Antoine,Kelly,,,,,,,,,,,,,,,
719,,1719,3B,R,19,TB,Junior,Caminero,,,2.65,,,,,,,-4,-6,-11,8,14,24
720,691179,1720,OF,L,20,KC,Erick,Pena,,,,,2.1,,,,,4,6,16,-14,-20,-48
721,,1721,SS,B,22,Det,Luis(SS),Garcia(Det),,,,4.75,,,,,,-8,-4,-7,18,11,16
722,691188,1722,SS,B,20,Oak,Robert,Puason,,,,4.75,,,,,,-8,-4,-7,18,11,16
724,,1724,P,R,18,Sea,Walter,Ford,,,,,,,,,,,,,,,
725,660613,1725,C,R,25,Bos,Ronaldo,Hernandez,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
726,669386,1726,OF,L,24,Tex,Trevor,Hauver,,,,,2.1,,,,,4,6,16,-14,-20,-48
727,,1727,OF,L,19,Tex,Yeison,Morrobel,,,,,2.1,,,,,4,6,16,-14,-20,-48
1001,645261,1,P,R,27,Mia,Sandy,Alcantara,,,,,,,,,,,,,,,
1002,605400,2,P,R,29,Phi,Aaron,Nola,,,,,,,,,,,,,,,
1003,571945,3,P,R,34,StL,Miles,Mikolas,,,,,,,,,,,,,,,
1004,669203,4,P,R,28,Mil,Corbin,Burnes,,,,,,,,,,,,,,,
1005,518876,5,P,R,34,Ari,Merrill,Kelly,,,,,,,,,,,,,,,
1006,506433,6,P,R,36,SD,Yu,Darvish,,,,,,,,,,,,,,,
1007,657277,7,P,R,26,SF,Logan,Webb,,,,,,,,,,,,,,,
1008,425794,8,P,R,41,StL,Adam,Wainwright,,,,,,,,,,,,,,,
1009,608331,9,P,L,29,Atl,Max,Fried,,,,,,,,,,,,,,,
1010,668678,10,P,R,27,Ari,Zac,Gallen,,,,,,,,,,,,,,,
1011,608566,11,P,R,28,Col,German,Marquez,,,,,,,,,,,,,,,
1012,605397,12,P,R,30,SD,Joe,Musgrove,,,,,,,,,,,,,,,
1013,657140,13,P,R,27,Atl,Kyle,Wright,,,,,,,,,,,,,,,
1014,656756,14,P,L,30,StL,Jordan,Montgomery,,,,,,,,,,,,,,,
1015,592791,15,P,R,31,ChN,Jameson,Taillon,,,,,,,,,,,,,,,
1016,434378,16,P,R,40,NYN,Justin,Verlander,,,,,,,,,,,,,,,
1017,628711,17,P,L,26,LAD,Julio,Urias,,,,,,,,,,,,,,,
1018,607536,18,P,L,29,Col,Kyle,Freeland,,,,,,,,,,,,,,,
1019,450203,19,P,R,39,Atl,Charlie,Morton,,,,,,,,,,,,,,,
1020,500779,20,P,L,34,NYN,Jose,Quintana,,,,,,,,,,,,,,,
1021,656605,21,P,R,27,Pit,Mitch,Keller,,,,,,,,,,,,,,,
1022,518516,22,P,L,33,Ari,Madison,Bumgarner,,,,,,,,,,,,,,,
1023,641778,23,P,L,27,Mil,Eric,Lauer,,,,,,,,,,,,,,,
1024,456501,24,P,R,37,Mia,Johnny,Cueto,,,,,,,,,,,,,,,
1025,640455,25,P,L,31,SF,Sean,Manaea,,,,,,,,,,,,,,,
1026,592836,26,P,R,30,Phi,Taijuan,Walker,,,,,,,,,,,,,,,
1027,624133,27,P,L,27,Phi,Ranger,Suarez,,,,,,,,,,,,,,,
1028,605540,28,P,R,30,Mil,Brandon,Woodruff,,,,,,,,,,,,,,,
1029,554430,29,P,R,32,Phi,Zack,Wheeler,,,,,,,,,,,,,,,
1030,571578,30,P,L,33,Was,Patrick,Corbin,,,,,,,,,,,,,,,
1031,471911,31,P,R,36,NYN,Carlos,Carrasco,,,,,,,,,,,,,,,
1032,502171,32,P,R,35,SF,Alex,Cobb,,,,,,,,,,,,,,,
1033,680686,33,P,R,25,Was,Josiah,Gray,,,,,,,,,,,,,,,
1034,453286,34,P,R,38,NYN,Max,Scherzer,,,,,,,,,,,,,,,
1035,664141,35,P,R,29,Pit,JT,Brubaker,,,,,,,,,,,,,,,
1036,641712,36,P,R,28,StL,Dakota,Hudson,,,,,,,,,,,,,,,
1037,573186,37,P,R,31,ChN,Marcus,Stroman,,,,,,,,,,,,,,,
1038,592789,38,P,R,30,LAD,Noah,Syndergaard,,,,,,,,,,,,,,,
1039,605200,39,P,R,30,Ari,Zach,Davies,,,,,,,,,,,,,,,
1040,548389,40,P,R,33,SF,Ross,Stripling,,,,,,,,,,,,,,,
1041,675911,41,P,R,24,Atl,Spencer,Strider,,,,,,,,,,,,,,,
1042,622072,42,P,L,32,SF,Alex,Wood,,,,,,,,,,,,,,,
1043,664062,43,P,R,28,LAD,Tony,Gonsolin,,,,,,,,,,,,,,,
1044,605483,44,P,L,30,SD,Blake,Snell,,,,,,,,,,,,,,,
1045,477132,45,P,L,35,LAD,Clayton,Kershaw,,,,,,,,,,,,,,,
1046,668881,46,P,R,23,Cin,Hunter,Greene,,,,,,,,,,,,,,,
1047,596295,47,P,L,29,Col,Austin,Gomber,,,,,,,,,,,,,,,
1048,448179,48,P,L,43,Pit,Rich,Hill,,,,,,,,,,,,,,,
1049,657006,49,P,L,27,ChN,Justin,Steele,,,,,,,,,,,,,,,
1050,669060,50,P,R,25,Mil,Bryse,Wilson,,,,,,,,,,,,,,,
1051,624522,51,P,R,28,ChN,Keegan,Thompson,,,,,,,,,,,,,,,
1052,502179,52,P,R,36,Was,Paolo,Espino,,,,,,,,,,,,,,,
1053,596001,53,P,R,30,SF,Jakob,Junis,,,,,,,,,,,,,,,
1054,666120,54,P,R,24,Atl,Ian,Anderson,,,,,,,,,,,,,,,
1055,669467,55,P,R,24,StL,Andre,Pallante,,,,,,,,,,,,,,,
1056,676879,56,P,L,24,Mil,Aaron,Ashby,,,,,,,,,,,,,,,
1057,669432,57,P,L,25,Mia,Trevor,Rogers,,,,,,,,,,,,,,,
1058,592767,58,P,L,33,ChN,Drew,Smyly,,,,,,,,,,,,,,,
1059,607259,59,P,R,32,SD,Nick,Martinez,,,,,,,,,,,,,,,
1060,656849,60,P,L,27,NYN,David,Peterson,,,,,,,,,,,,,,,
1061,668933,61,P,R,25,Cin,Graham,Ashcraft,,,,,,,,,,,,,,,
1062,592716,62,P,R,31,ChN,Adrian,Sampson,,,,,,,,,,,,,,,
1063,666157,63,P,L,25,Cin,Nick,Lodolo,,,,,,,,,,,,,,,
1064,605288,64,P,R,30,Mil,Adrian,Houser,,,,,,,,,,,,,,,
1065,666200,65,P,L,25,Mia,Jesus,Luzardo,,,,,,,,,,,,,,,
1066,663372,66,P,R,26,Col,Ryan,Feltner,,,,,,,,,,,,,,,
1067,570632,67,P,R,31,Col,Jose,Urena,,,,,,,,,,,,,,,
1068,672710,68,P,R,23,Pit,Roansy,Contreras,,,,,,,,,,,,,,,
1069,622608,69,P,R,28,Col,Antonio,Senzatela,,,,,,,,,,,,,,,
1070,592866,70,P,R,31,Was,Trevor,Williams,,,,,,,,,,,,,,,
1071,666129,71,P,L,25,Mia,Braxton,Garrett,,,,,,,,,,,,,,,
1072,541640,72,P,R,32,Was,Erasmo,Ramirez,,,,,,,,,,,,,,,
1073,543294,73,P,R,33,ChN,Kyle,Hendricks,,,,,,,,,,,,,,,
1074,663559,74,P,L,25,Phi,Bailey,Falter,,,,,,,,,,,,,,,
1075,570666,75,P,R,31,Cin,Luis,Cessa,,,,,,,,,,,,,,,
1076,642547,76,P,R,26,Mil,Freddy,Peralta,,,,,,,,,,,,,,,
1077,592826,77,P,R,30,Pit,Vince,Velasquez,,,,,,,,,,,,,,,
1078,608328,78,P,R,29,Pit,Chase,DeJong,,,,,,,,,,,,,,,
1079,665795,79,P,R,25,Mia,Edward,Cabrera,,,,,,,,,,,,,,,
1080,669920,80,P,R,30,Mil,Jason,Alexander,,,,,,,,,,,,,,,
1081,669022,81,P,L,24,Was,MacKenzie,Gore,,,,,,,,,,,,,,,
1082,656793,82,P,R,27,Phi,Nick,Nelson,,,,,,,,,,,,,,,
1083,605154,83,P,R,32,SF,John,Brebbia,,,,,,,,,,,,,,,
1084,622503,84,P,R,28,SD,Nabil,Crismatt,,,,,,,,,,,,,,,
1085,672851,85,P,R,24,Was,Joan,Adon,,,,,,,,,,,,,,,
1086,622694,86,P,R,27,NYN,Elieser,Hernandez,,,,,,,,,,,,,,,
1087,663855,87,P,R,26,StL,Jordan,Hicks,,,,,,,,,,,,,,,
1088,665665,88,P,L,27,Cin,Reiver,Sanmartin,,,,,,,,,,,,,,,
1089,670912,89,P,R,25,Pit,Johan,Oviedo,,,,,,,,,,,,,,,
1090,606303,90,P,R,29,Mil,Joel,Payamps,,,,,,,,,,,,,,,
1091,693821,91,P,R,24,Atl,Bryce,Elder,,,,,,,,,,,,,,,
1092,623451,92,P,R,28,Atl,Jackson,Stephens,,,,,,,,,,,,,,,
1093,663765,93,P,R,26,StL,Jake,Woodford,,,,,,,,,,,,,,,
1094,571927,94,P,L,31,StL,Steven,Matz,,,,,,,,,,,,,,,
1095,676265,95,P,R,27,Was,Cory,Abbott,,,,,,,,,,,,,,,
1096,656731,96,P,R,27,NYN,Tylor,Megill,,,,,,,,,,,,,,,
1097,674072,97,P,L,25,Ari,Tommy,Henry,,,,,,,,,,,,,,,
1098,667297,98,P,R,32,Mia,Tommy,Nance,,,,,,,,,,,,,,,
1099,669674,99,P,L,27,SF,Sam,Long,,,,,,,,,,,,,,,
1100,650911,100,P,L,26,Phi,Cristopher,Sanchez,,,,,,,,,,,,,,,
1101,665871,101,P,R,25,ChN,Javier,Assad,,,,,,,,,,,,,,,
1102,489119,102,P,L,36,Mil,Wade,Miley,,,,,,,,,,,,,,,
1103,669459,103,P,L,26,Ari,Kyle,Nelson,,,,,,,,,,,,,,,
1104,686752,104,P,R,25,LAD,Ryan,Pepiot,,,,,,,,,,,,,,,
1105,656427,105,P,R,27,StL,Jack,Flaherty,,,,,,,,,,,,,,,
1106,596133,106,P,R,29,Cin,Luke,Weaver,,,,,,,,,,,,,,,
1107,641447,107,P,L,28,Mia,Daniel,Castano,,,,,,,,,,,,,,,
1108,657571,108,P,L,26,LAD,Caleb,Ferguson,,,,,,,,,,,,,,,
1109,669461,109,P,L,23,StL,Matthew,Liberatore,,,,,,,,,,,,,,,
1110,668868,110,P,L,25,StL,Zack,Thompson,,,,,,,,,,,,,,,
1111,670970,111,P,L,24,SD,Adrian,Morejon,,,,,,,,,,,,,,,
1112,656818,112,P,R,29,Cin,Connor,Overton,,,,,,,,,,,,,,,
1113,669713,113,P,R,25,ChN,Hayden,Wesneski,,,,,,,,,,,,,,,
1114,659275,114,P,R,30,Col,Dinelson,Lamet,,,,,,,,,,,,,,,
