SSBB,MLBAM,NL,pos,h,age,team,firstName,lastName,1B,2B,3B,SS,OF,osbAL,ocsAL,osbNL,ocsNL,BAvR,OBvR,SLvR,BAvL,OBvL,SLvL
1411,691788,411,C,L,20,Mia,Joe,Mack,,,,,,0.49,0.16,0.5,0.16,4,6,16,-14,-20,-48
1412,518692,412,1B,L,33,LAD,Freddie,Freeman,1.83,,,,,,,,,8,13,19,-22,-37,-51
1413,621566,413,1B,L,29,Atl,Matt,Olson,1.87,,,,,,,,,2,4,2,-5,-10,-5
1414,624413,414,1B,R,28,NYN,Pete,Alonso,1.83,,,,,,,,,3,-5,-5,-7,11,12
1415,656555,415,1B,R,30,Phi,Rhys,Hoskins,1.86,,,,,,,,,-6,-9,-18,14,22,43
1416,572233,416,1B,R,32,Ari,Christian,Walker,1.93,,,,,,,,,-3,-8,-1,8,19,3
1417,502671,417,1B,R,35,StL,Paul,Goldschmidt,1.87,,,,,,,,,-9,-11,-24,26,31,68
1418,543068,418,1B,R,33,Col,C.J.,Cron,1.85,,,,,,,,,1,-1,-5,-2,2,11
1419,642133,419,1B,L,28,Mil,Rowdy,Tellez,1.84,,,,,,,,,2,3,19,-7,-9,-65
1420,467793,420,1B,B,37,Pit,Carlos,Santana,1.84,,,,,,,,,-16,-10,-9,39,24,22
1421,643265,421,1B,R,32,Mia,Garrett,Cooper,1.85,,,,,,,,,-3,-3,-6,7,7,16
1422,543333,422,1B,L,33,ChN,Eric,Hosmer,1.84,,,,,,,,,-1,6,9,2,-17,-24
1423,596847,423,1B,L,31,Pit,Ji-Man,Choi,1.86,,,,,,,,,3,9,18,-9,-30,-59
1424,458015,424,1B,L,39,Cin,Joey,Votto,1.86,,,,,,,,,7,8,26,-19,-21,-71
1425,669374,425,1B,R,26,Mil,Keston,Hiura,1.86,,,,,,,,,2,0,3,-4,1,-7
1426,642086,426,1B,L,27,Was,Dominic,Smith,1.85,,,,,,,,,-3,-2,6,9,6,-19
1427,669742,427,1B,L,27,Phi,Darick,Hall,1.85,,,,,,,,,6,7,21,-19,-23,-68
1428,666179,428,1B,L,26,Ari,Seth,Beer,1.83,,,,,,,,,2,5,11,-7,-14,-36
1429,669911,429,1B,B,24,Col,Michael,Toglia,1.85,,,,,,,,,-6,-2,-6,15,6,14
1430,641525,430,1B,R,31,SD,Brandon,Dixon,1.85,,,,,,,,,-3,-5,-9,6,11,21
1431,,431,1B,L,24,ChN,Matt,Mervis,1.85,,,,,,,,,4,6,16,-14,-20,-48
1432,680693,432,1B,L,23,Col,Grant,Lavigne,1.85,,,,,,,,,4,6,16,-14,-20,-48
1433,,433,1B,R,23,Ari,Ivan(round/2/2022/MLB/draft),Melendez,1.85,,,,,,,,,-4,-6,-11,8,14,24
1434,630105,434,2B,L,29,SD,Jake,Cronenworth,1.88,4.3,,,,,,,,3,6,11,-7,-16,-30
1435,650333,435,2B,L,26,Mia,Luis,Arraez,1.88,4.25,,,,,,,,9,8,16,-29,-27,-53
1436,527038,436,2B,R,31,SF,Wilmer,Flores(SF),1.85,4.2,2.61,,,,,,,-4,-4,-7,8,9,16
1437,643446,437,2B,L,31,NYN,Jeff,McNeil,,4.23,,,2.08,,,,,3,4,19,-9,-12,-54
1438,663898,438,2B,R,26,Col,Brendan,Rodgers,,4.33,,,,,,,,-10,-12,-28,22,26,63
1439,571970,439,2B,L,32,LAD,Max,Muncy(LAD),,4.23,2.66,,,,,,,2,4,7,-5,-11,-20
1440,606466,440,2B,B,29,Ari,Ketel,Marte,,4.27,,,,,,,,-13,-7,-24,31,18,58
1441,668942,441,2B,L,28,Ari,Josh,Rojas,,4.24,2.66,,,,,,,3,4,12,-10,-13,-36
1442,666158,442,2B,L,25,LAD,Gavin,Lux,,4.27,,,2.09,,,,,7,7,19,-20,-22,-59
1443,680977,443,2B,L,26,StL,Brendan,Donovan,,4.25,2.68,,2.08,,,,,4,4,14,-15,-14,-47
1444,680911,444,2B,R,26,Mil,Owen,Miller,1.85,4.26,,,,,,,,2,-2,-3,-3,3,6
1445,621035,445,2B,R,32,LAD,Chris,Taylor,,4.24,,,2.11,,,,,-4,-6,-11,10,13,25
1446,663697,446,2B,R,26,Cin,Jonathan,India,,4.21,,,,,,,,-5,-6,-3,12,16,6
1447,666624,447,2B,R,23,ChN,Christopher,Morel,,4.24,,,2.14,,,,,1,-4,0,-1,8,-1
1448,542932,448,2B,R,33,Mia,Jon,Berti,,4.28,2.68,,,,,,,1,-2,-8,-3,4,18
1449,516416,449,2B,R,33,Mia,Jean,Segura,,4.24,,,,,,,,-6,-10,-21,14,23,48
1450,647351,450,2B,B,26,Mil,Abraham,Toro,,4.22,2.68,,,,,,,-7,-6,6,16,13,-14
1451,641645,451,2B,L,28,NYN,Luis,Guillorme,,4.27,2.68,,,,,,,7,9,19,-20,-26,-55
1452,669357,452,2B,L,22,StL,Nolan,Gorman,,4.24,,,,,,,,3,4,15,-12,-13,-53
1453,666801,453,2B,B,23,Pit,Rodolfo,Castro,,4.25,2.67,,,,,,,-10,-5,-20,23,13,47
1454,645277,454,2B,B,26,Atl,Ozzie,Albies,,4.28,,,,,,,,-11,-5,-15,27,13,38
1455,665862,455,2B,L,25,Mia,Jazz,Chisholm,,4.3,,,,,,,,7,10,20,-20,-31,-60
1456,606115,456,2B,R,28,Atl,Orlando,Arcia,,4.28,,,,,,,,-3,-6,-6,7,13,15
1457,663611,457,2B,R,26,ChN,Nick,Madrigal,,4.27,,,,,,,,-6,-7,-13,14,15,30
1458,656716,458,2B,L,28,ChN,Zach,McKinstry,,4.25,2.66,,,,,,,3,4,15,-9,-13,-49
1459,672779,459,2B,L,23,Pit,Tucupita,Marcano,,4.25,,,2.08,,,,,2,4,13,-7,-12,-39
1460,664670,460,2B,B,26,Cin,Alejo,Lopez,,4.24,,,,,,,,-7,-4,-5,16,10,11
1461,687093,461,2B,R,22,Atl,Vaughn,Grissom,,4.24,,,,,,,,-5,-8,-13,11,18,30
1462,665019,462,2B,L,26,Phi,Kody,Clemens,,4.25,,,,,,,,1,4,7,-3,-12,-23
1463,671083,463,2B,R,24,Ari,Buddy,Kennedy,,4.27,,,,,,,,-5,-7,-13,10,15,28
1464,678225,464,2B,L,23,Pit,JiHwan,Bae,,4.25,,,,,,,,7,8,18,-21,-27,-56
1465,621011,465,2B,L,28,SD,Max,Schrock,,4.25,,,,,,,,5,6,15,-18,-19,-51
1466,670156,466,2B,L,27,ChN,Miles,Mastrobuoni,,4.25,,,,,,,,4,6,15,-13,-19,-46
1467,666703,467,2B,R,23,SD,Eguy,Rosario,,4.25,,,,,,,,-4,-6,-11,8,13,24
1468,656371,468,2B,L,26,SF,Isan,Diaz,,4.25,,,,,,,,6,9,21,-18,-27,-60
1469,672012,469,2B,L,22,Mil,Tyler,Black,,4.25,,,,,,,,4,6,16,-14,-20,-48
1470,,470,2B,R,22,Mil,Felix,Valerio,,4.25,,,,,,,,-4,-6,-11,8,14,24
1471,,471,2B,B,21,Atl,Geraldo,Quintero,,4.25,,,,,,,,-8,-4,-7,18,11,16
1472,683737,472,2B,L,25,LAD,Michael,Busch,,4.25,,,,,,,,4,6,16,-14,-20,-48
1473,,473,2B,L,22,LAD,Jorbit,Vivas,,4.25,,,,,,,,4,6,16,-14,-20,-48
1474,693304,474,2B,R,24,Pit,Nick,Gonzales,,4.25,,,,,,,,-4,-6,-11,8,14,24
1475,702261,475,2B,L,19,Pit,Termarr(round/1/2022/MLB/draft),Johnson,,4.25,,,,,,,,4,6,16,-14,-20,-48
1476,,476,2B,L,23,SF,Brett,Wisely,,4.25,,,,,,,,4,6,16,-14,-20,-48
1477,669364,477,2B,B,23,Mia,Xavier,Edwards,,4.25,,,,,,,,-8,-4,-7,18,11,16
1478,663586,478,3B,R,26,Atl,Austin,Riley,,,2.63,,,,,,,-3,-5,-7,8,14,18
1479,592518,479,3B,R,30,SD,Manny,Machado,,,2.64,,,,,,,4,-2,2,-11,6,-5
1480,664761,480,3B,R,26,Phi,Alec,Bohm,,,2.6,,,,,,,-12,-16,-27,28,36,63
1481,571448,481,3B,R,32,StL,Nolan,Arenado,,,2.73,,,,,,,-1,-2,-12,2,6,36
1482,641857,482,3B,L,28,Col,Ryan,McMahon,,,2.73,,,,,,,6,6,24,-17,-17,-69
1483,663647,483,3B,R,26,Pit,Ke'Bryan,Hayes,,,2.74,,,,,,,-6,-8,-16,15,17,37
1484,500871,484,3B,B,34,NYN,Eduardo,Escobar,,,2.6,,,,,,,-10,-4,-18,23,11,42
1485,621550,485,3B,R,31,ChN,Patrick,Wisdom,,,2.68,,,,,,,-6,-8,-16,13,18,39
1486,600869,486,3B,B,29,Was,Jeimer,Candelario,,,2.61,,,,,,,-6,0,-6,15,0,16
1487,605119,487,3B,R,29,Mil,Brian,Anderson,,,2.69,,2.08,,,,,-1,1,-7,1,-2,17
1488,605204,488,3B,R,30,SF,J.D.,Davis,,,2.61,,,,,,,0,-6,-4,1,11,7
1489,656896,489,3B,R,26,Ari,Emmanuel,Rivera,,,2.63,,,,,,,-6,-8,-12,12,17,27
1490,446334,490,3B,R,37,Ari,Evan,Longoria,,,2.63,,,,,,,-9,-12,-19,19,25,40
1491,545121,491,3B,B,31,Was,Ildemaro,Vargas,,,2.68,,,,,,,-4,0,-6,10,0,13
1492,660707,492,3B,R,24,Col,Elehuris,Montero,,,2.64,,,,,,,-5,-7,-15,11,16,32
1493,681584,493,3B,R,26,SF,David,Villar,,,2.66,,,,,,,-7,-9,-19,15,20,42
1494,670712,494,3B,R,29,Mil,Mike,Brosseau,,,2.66,,,,,,,-7,-11,-15,13,18,26
1495,668715,495,3B,R,25,Cin,Spencer,Steer,,,2.65,,,,,,,-6,-8,-15,13,19,36
1496,677954,496,3B,R,23,Mia,Jordan,Groshans,,,2.65,,,,,,,-4,-6,-11,9,15,25
1497,678246,497,3B,R,23,LAD,MiguelAntonio,Vargas,,,2.65,,,,,,,-3,-5,-10,7,10,23
1498,683146,498,3B,L,23,NYN,Brett,Baty,,,2.65,,,,,,,5,7,17,-15,-22,-53
1499,668901,499,3B,R,23,NYN,Mark,Vientos,,,2.65,,,,,,,-4,-8,-13,9,17,28
1500,660634,500,3B,B,24,LAD,Yonny,Hernandez,,,2.65,,,,,,,-5,0,-3,11,1,8
1501,666198,501,3B,R,25,Was,Carter,Kieboom,,,2.65,,,,,,,-1,-6,-8,2,12,17
1502,701649,502,3B,R,20,ChN,James,Triantos,,,2.65,,,,,,,-4,-6,-11,8,14,24
1503,,503,3B,R,23,Cin,Christian,Encarnacion-Strand,,,2.65,,,,,,,-4,-6,-11,8,14,24
1504,702253,504,3B,L,18,Cin,Cam(round/1/2022/MLB/draft),Collier,,,2.65,,,,,,,4,6,16,-14,-20,-48
1505,,505,3B,R,19,Cin,Sal(round/1A/2022/MLB/draft),Stewart,,,2.65,,,,,,,-4,-6,-11,8,14,24
1506,,506,3B,R,25,Pit,Jared,Triolo,,,2.65,,,,,,,-4,-6,-11,8,14,24
1507,691023,507,3B,R,21,StL,Jordan,Walker,,,2.65,,,,,,,-4,-6,-11,8,14,24
1508,669477,508,3B,R,24,SF,Casey,Schmitt,,,2.65,,,,,,,-4,-6,-11,8,14,24
1509,679734,509,3B,R,23,Col,Julio,Carreras,,,2.65,,,,,,,-4,-6,-11,8,14,24
1510,694351,510,3B,B,21,Mia,Jacob(round/1/2022/MLB/draft),Berry,,,2.65,,,,,,,-8,-4,-7,18,11,16
1511,691021,511,3B,R,21,Ari,A.J.,Vukovich,,,2.65,,,,,,,-4,-6,-11,8,14,24
1512,691277,512,3B,R,19,Ari,Deyvison,DeLosSantos,,,2.65,,,,,,,-4,-6,-11,8,14,24
1513,607208,513,SS,R,29,Phi,Trea,Turner,,,,4.79,,,,,,-6,-7,-25,15,18,63
1514,596019,514,SS,B,29,NYN,Francisco,Lindor,,,,4.78,,,,,,-5,-1,-4,12,2,10
1515,621020,515,SS,R,29,ChN,Dansby,Swanson,,,,4.8,,,,,,-3,-6,-8,7,15,21
1516,669242,516,SS,B,27,StL,Tommy,Edman,,4.32,,4.77,,,,,,-5,-2,-16,13,6,43
1517,593428,517,SS,R,30,SD,Xander,Bogaerts,,,,4.75,,,,,,-6,-12,-9,13,27,21
1518,642715,518,SS,R,27,Mil,Willy,Adames,,,,4.81,,,,,,1,-2,2,-3,5,-5
1519,673490,519,SS,R,27,SD,Ha-seong,Kim,,,2.7,4.81,,,,,,-5,-11,-10,12,23,22
1520,642731,520,SS,R,27,SF,Thairo,Estrada,,4.27,,4.73,,,,,,-4,-7,-14,9,16,31
1521,663538,521,SS,R,25,ChN,Nico,Hoerner,,,,4.73,,,,,,-2,-4,-6,4,9,15
1522,500743,522,SS,R,34,LAD,Miguel,Rojas,,,,4.84,,,,,,-5,-9,-13,13,22,31
1523,672695,523,SS,B,23,Ari,Geraldo,Perdomo,,,,4.72,,,,,,-11,-6,-4,25,15,10
1524,649966,524,SS,R,25,Mil,Luis,Urias,,4.25,2.67,4.73,,,,,,-4,-3,-7,10,8,18
1525,681082,525,SS,L,25,Phi,Bryson,Stott,,4.25,,4.73,,,,,,1,2,8,-4,-5,-24
1526,543063,526,SS,L,36,SF,Brandon,Crawford,,,,4.76,,,,,,6,10,16,-18,-29,-46
1527,671277,527,SS,L,22,Was,Luis,Garcia(Was),,4.25,,4.71,,,,,,3,6,15,-10,-18,-43
1528,621563,528,SS,L,33,Mia,Joey,Wendle,,4.24,2.7,4.73,,,,,,9,6,19,-27,-20,-61
1529,665833,529,SS,L,24,Pit,Oneil,Cruz,,,,4.74,,,,,,11,12,25,-30,-35,-73
1530,621028,530,SS,R,29,Cin,Kevin,Newman,,4.26,,4.77,,,,,,-7,-9,-14,16,19,31
1531,682928,531,SS,L,22,Was,CJ,Abrams,,,,4.78,,,,,,10,13,23,-29,-38,-66
1532,660636,532,SS,R,25,Ari,DiegoA.,Castillo(Ari),,4.25,,4.73,2.09,,,,,-6,-6,-25,11,12,47
1533,608703,533,SS,R,32,Cin,MattW.,Reynolds,,4.25,,4.75,,,,,,-1,-6,-7,1,13,16
1534,657557,534,SS,R,29,StL,Paul,DeJong,,,,4.83,,,,,,-2,-4,-4,4,10,11
1535,624641,535,SS,R,27,Phi,Edmundo,Sosa,,,2.7,4.79,,,,,,1,-1,-11,-1,2,25
1536,676480,536,SS,R,25,Cin,Jose(Garcia),Barrero,,,,4.76,,,,,,-4,-7,-14,9,15,31
1537,676701,537,SS,R,26,Col,Alan,Trejo,,,,4.73,,,,,,-1,-5,-6,3,11,14
1538,664901,538,SS,R,29,NYN,Danny,Mendick,,,,4.75,,,,,,-4,-5,-8,9,11,16
1539,605113,539,SS,R,33,Ari,Nick,Ahmed,,,,4.75,,,,,,-4,-6,-19,9,14,42
1540,669023,540,SS,R,24,Was,Jeter,Downs,,,,4.75,,,,,,-4,-6,-9,8,14,20
1541,678662,541,SS,R,21,Col,Ezequiel,Tovar,,,,4.75,,,,,,-5,-7,-15,12,16,34
1542,676946,542,SS,R,27,SD,Matthew,Batten,,,,4.75,,,,,,-4,-6,-11,9,14,25
1543,678894,543,SS,R,22,Pit,Liover,Peguero,,,,4.75,,,,,,-4,-6,-11,9,14,25
1544,665487,544,SS,R,24,SD,Fernando,Tatis,,,,4.71,2.1,,,,,-2,-4,-3,6,11,7
1545,668930,545,SS,L,23,Mil,Brice,Turang,,,,4.75,,,,,,4,6,16,-14,-20,-48
1546,687521,546,SS,R,22,Mil,Eric(round/1/2022/MLB/draft),Brown,,,,4.75,,,,,,-4,-6,-11,8,14,24
1547,669699,547,SS,L,25,Atl,Braden,Shewmake,,,,4.75,,,,,,4,6,16,-14,-20,-48
1548,694222,548,SS,R,19,Atl,Ambioris,Tavarez,,,,4.75,,,,,,-4,-6,-11,8,14,24
1549,,549,SS,R,18,Atl,Diego,Benitez,,,,4.75,,,,,,-4,-6,-11,8,14,24
1550,694183,550,SS,R,19,ChN,Cristian,Hernandez,,,,4.75,,,,,,-4,-6,-11,8,14,24
1551,682622,551,SS,R,21,Cin,Noelvi,Marte,,,,4.75,,,,,,-4,-6,-11,8,14,24
1552,695490,552,SS,B,19,Cin,Edwin,Arroyo,,,,4.75,,,,,,-8,-4,-7,18,11,16
1553,682829,553,SS,B,21,Cin,Elly,DeLaCruz,,,,4.75,,,,,,-8,-4,-7,18,11,16
1554,680574,554,SS,R,23,Cin,Matt,McLain,,,,4.75,,,,,,-4,-6,-11,8,14,24
1555,678760,555,SS,R,22,LAD,Eddys,Leonard,,,,4.75,,,,,,-4,-6,-11,8,14,24
1556,671276,556,SS,B,23,Was,Yasel,Antuna,,,,4.75,,,,,,-8,-4,-7,18,11,16
1557,694182,557,SS,R,19,Was,Armando,Cruz,,,,4.75,,,,,,-4,-6,-11,8,14,24
1558,691781,558,SS,R,20,Was,Brady,House,,,,4.75,,,,,,-4,-6,-11,8,14,24
1559,677595,559,SS,B,22,NYN,Ronny,Mauricio,,,,4.75,,,,,,-8,-4,-7,18,11,16
1560,702518,560,SS,R,19,NYN,Jett(round/1/2022/MLB/draft),Williams,,,,4.75,,,,,,-4,-6,-11,8,14,24
1561,,561,SS,R,20,Phi,HaoYu,Lee,,,,4.75,,,,,,-4,-6,-11,8,14,24
1562,691026,562,SS,R,21,StL,Masyn,Winn,,,,4.75,,,,,,-4,-6,-11,8,14,24
1563,701538,563,SS,L,19,SD,Jackson,Merrill,,,,4.75,,,,,,4,6,16,-14,-20,-48
1564,682617,564,SS,R,21,SF,Marco,Luciano,,,,4.75,,,,,,-4,-6,-11,8,14,24
1565,692348,565,SS,R,20,SF,Aeverson,Arteaga,,,,4.75,,,,,,-4,-6,-11,8,14,24
1566,,566,SS,B,19,Col,Adael,Amador,,,,4.75,,,,,,-8,-4,-7,18,11,16
1567,,567,SS,R,20,Col,Warming,Bernabel,,,,4.75,,,,,,-4,-6,-11,8,14,24
1568,676070,568,SS,R,24,Mia,Jacob,Amaya,,,,4.75,,,,,,-4,-6,-11,8,14,24
1569,696135,569,SS,L,20,Mia,Kahlil,Watson,,,,4.75,,,,,,4,6,16,-14,-20,-48
1570,691268,570,SS,R,20,Mia,Yiddi,Cappe,,,,4.75,,,,,,-4,-6,-11,8,14,24
1571,691783,571,SS,R,20,Ari,Jordan,Lawlar,,,,4.75,,,,,,-4,-6,-11,8,14,24
1572,677942,572,SS,R,23,Ari,Blaze,Alexander,,,,4.75,,,,,,-4,-6,-11,8,14,24
1573,592885,573,OF,L,31,Mil,Christian,Yelich,,,,,2.11,,,,,6,10,15,-16,-28,-42
1574,656941,574,OF,L,30,Phi,Kyle,Schwarber,,,,,2,,,,,6,5,32,-15,-13,-81
1575,607043,575,OF,L,30,NYN,Brandon,Nimmo,,,,,2.16,,,,,2,2,12,-6,-6,-31
1576,665742,576,OF,L,24,SD,Juan,Soto,,,,,2.1,,,,,9,13,24,-20,-31,-55
1577,664023,577,OF,B,28,ChN,Ian,Happ,,,,,2.12,,,,,-5,-1,3,15,2,-8
1578,605141,578,OF,R,30,LAD,Mookie,Betts,,,,,2.14,,,,,-5,-8,-11,13,19,28
1579,502054,579,OF,R,35,NYN,Tommy,Pham,,,,,2.05,,,,,-3,-7,-9,8,17,23
1580,668804,580,OF,B,28,Pit,Bryan,Reynolds,,,,,2.15,,,,,-7,-5,-1,18,13,2
1581,641820,581,OF,R,31,ChN,Trey,Mancini,1.83,,,,2.03,,,,,-6,-7,-15,12,14,31
1582,457705,582,OF,R,36,Pit,Andrew,McCutchen,,,,,2.04,,,,,-8,-9,-29,17,21,65
1583,453568,583,OF,L,36,Col,Charlie,Blackmon,,,,,2.04,,,,,-2,-1,12,7,4,-35
1584,592206,584,OF,R,31,Phi,Nick,Castellanos,,,,,2.02,,,,,-4,-5,-6,9,12,15
1585,573262,585,OF,L,32,SF,Mike,Yastrzemski,,,,,2.14,,,,,9,11,27,-27,-36,-82
1586,641355,586,OF,L,27,ChN,Cody,Bellinger,,,,,2.16,,,,,6,8,22,-16,-22,-63
1587,608385,587,OF,L,29,Mil,Jesse,Winker,,,,,2.02,,,,,9,9,20,-27,-28,-60
1588,657041,588,OF,R,27,Was,Lane,Thomas,,,,,2.12,,,,,-10,-13,-20,22,26,43
1589,592192,589,OF,R,34,NYN,Mark,Canha,,,,,2.07,,,,,1,0,-7,-3,0,14
1590,545341,590,OF,R,31,Col,Randal,Grichuk,,,,,2.1,,,,,-8,-9,-25,18,20,57
1591,660670,591,OF,R,25,Atl,Ronald,Acuna,,,,,2.07,,,,,0,-5,-2,0,13,7
1592,663757,592,OF,L,26,SD,Trent(Clark),Grisham,,,,,2.22,,,,,0,3,5,-1,-9,-16
1593,516782,593,OF,R,34,NYN,Starling,Marte,,,,,2.09,,,,,0,-2,-7,0,5,16
1594,542303,594,OF,R,32,Atl,Marcell,Ozuna,,,,,2.07,,,,,1,-1,9,-1,4,-22
1595,666971,595,OF,R,29,Ari,Lourdes,Gurriel,,,,,2.05,,,,,0,0,-3,0,1,7
1596,666185,596,OF,B,24,StL,Dylan,Carlson,,,,,2.12,,,,,-15,-11,-17,38,28,44
1597,656582,597,OF,R,30,Pit,Connor,Joe,1.85,,,,2.08,,,,,-5,-7,-13,12,14,29
1598,669016,598,OF,L,25,Phi,Brandon,Marsh,,,,,2.15,,,,,6,9,23,-19,-28,-69
1599,673548,599,OF,R,28,ChN,Seiya,Suzuki,,,,,2.09,,,,,-3,-8,-12,8,18,28
1600,671739,600,OF,L,22,Atl,Michael,Harris,,,,,2.19,,,,,8,10,25,-24,-28,-71
1601,592626,601,OF,L,31,SF,Joc,Pederson,,,,,2.01,,,,,3,3,18,-9,-10,-63
1602,669222,602,OF,R,27,Cin,Nick,Senzel,,,,,2.14,,,,,-5,-4,-10,11,10,23
1603,677950,603,OF,L,23,Ari,Alek,Thomas,,,,,2.19,,,,,6,8,19,-18,-24,-59
1604,602074,604,OF,R,29,Col,Yonathan,Daza,,,,,2.13,,,,,-8,-8,-15,17,16,31
1605,621438,605,OF,R,29,Mil,Tyrone,Taylor,,,,,2.14,,,,,-5,-6,-9,11,12,20
1606,645302,606,OF,R,25,Was,Victor,Robles,,,,,2.2,,,,,-7,-11,-12,15,24,28
1607,573131,607,OF,R,36,NYN,Darin,Ruf,1.84,,,,2.03,,,,,-5,-10,-25,9,18,47
1608,541645,608,OF,R,31,Mia,Avisail,Garcia,,,,,2.09,,,,,-3,-10,-10,9,27,26
1609,641933,609,OF,R,27,StL,Tyler,O'Neill,,,,,2.1,,,,,-3,-7,-8,8,19,23
1610,669261,610,OF,L,24,Pit,Jack,Suwinski,,,,,2.11,,,,,10,12,22,-30,-34,-65
1611,650559,611,OF,R,26,Mia,Bryan,DeLaCruz,,,,,2.1,,,,,0,-4,0,-1,9,-1
1612,664983,612,OF,L,25,Ari,Jake,McCarthy,,,,,2.1,,,,,4,7,12,-11,-20,-35
1613,670768,613,OF,L,27,SF,Luis,Gonzalez,,,,,2.08,,,,,7,9,21,-20,-27,-62
1614,660821,614,OF,L,25,Mia,Jesus,Sanchez,,,,,2.13,,,,,5,9,20,-16,-28,-61
1615,663457,615,OF,L,25,StL,Lars,Nootbaar,,,,,2.11,,,,,1,2,10,-3,-6,-33
1616,596103,616,OF,R,30,SF,Austin,Slater,,,,,2.12,,,,,-11,-16,-28,18,25,45
1617,624585,617,OF,R,31,Mia,Jorge,Soler,,,,,2.03,,,,,-3,-5,-19,7,13,46
1618,572816,618,OF,L,33,Was,Corey,Dickerson,,,,,2.05,,,,,8,7,17,-31,-28,-66
1619,571976,619,OF,R,32,Cin,Wil,Myers,1.85,,,,2.08,,,,,-4,-8,-14,9,19,32
1620,656976,620,OF,L,27,Ari,Pavin,Smith,,,,,2.1,,,,,5,7,21,-15,-22,-62
1621,660766,621,OF,R,25,StL,Juan,Yepez,,,,,2.05,,,,,-3,-6,-6,7,14,15
1622,592696,622,OF,L,31,Atl,Eddie,Rosario,,,,,2.07,,,,,3,4,16,-9,-14,-51
1623,641553,623,OF,R,31,SD,Adam,Engel,,,,,2.11,,,,,4,1,-1,-9,-3,2
1624,572204,624,OF,R,32,LAD,Trayce,Thompson,,,,,2.1,,,,,0,-1,-6,-1,3,14
1625,670770,625,OF,L,27,Cin,TJ,Friedl,,,,,2.11,,,,,2,3,10,-7,-11,-35
1626,664774,626,OF,L,29,SF,LaMonte,Wade,1.84,,,,2.06,,,,,8,10,24,-30,-39,-92
1627,571745,627,OF,R,32,SF,Mitch,Haniger,,,,,2.07,,,,,-7,-10,-18,15,23,41
1628,641584,628,OF,L,27,Cin,Jake,Fraley,,,,,2.09,,,,,9,10,25,-27,-31,-80
1629,608841,629,OF,R,30,Was,Joey,Meneses,1.84,,,,2.06,,,,,-6,-7,-17,14,17,38
1630,668709,630,OF,L,25,Mia,JJ,Bleday,,,,,2.13,,,,,4,9,14,-11,-28,-44
1631,656669,631,OF,R,29,Atl,Jordan,Luplow,,,,,2.1,,,,,4,-4,-7,-7,7,13
1632,668751,632,OF,L,24,Pit,Cal,Mitchell,,,,,2.07,,,,,3,7,10,-9,-21,-30
1633,640492,633,OF,R,26,SD,Jose,Azocar,,,,,2.12,,,,,-2,-3,-8,5,5,17
1634,676369,634,OF,R,24,ChN,Nelson,Velazquez,,,,,2.11,,,,,-2,-6,-14,5,14,31
1635,656541,635,OF,L,29,Atl,Sam,Hilliard,,,,,2.11,,,,,3,6,10,-9,-19,-32
1636,592178,636,OF,R,31,Col,Kris,Bryant,,,,,2.08,,,,,-6,-7,-17,14,17,40
1637,595909,637,OF,L,30,Phi,Jake,Cave,,,,,2.1,,,,,4,8,18,-13,-25,-56
1638,572761,638,OF,L,37,SD,Matt,Carpenter,,,,,2.06,,,,,3,5,8,-9,-17,-29
1639,609280,639,OF,R,28,Pit,Miguel,Andujar,,,,,2.07,,,,,-2,-4,-6,5,8,13
1640,669743,640,OF,R,28,Was,Alex,Call,,,,,2.09,,,,,-2,-4,-5,4,9,12
1641,642201,641,OF,R,28,Atl,Eli,White,,,,,2.11,,,,,1,-4,0,-2,8,-1
1642,682998,642,OF,L,22,Ari,Corbin,Carroll,,,,,2.1,,,,,6,8,18,-19,-26,-55
1643,656413,643,OF,R,27,Cin,Stuart,Fairchild,,,,,2.12,,,,,-3,-6,-11,7,12,25
1644,680814,644,OF,R,26,Mia,Peyton,Burdick,,,,,2.11,,,,,-4,-7,-12,10,15,28
1645,656248,645,OF,R,26,Col,Sean,Bouchard,,,,,2.08,,,,,-1,-1,-8,3,3,18
1646,669256,646,OF,R,28,Cin,Nick,Solak,,,,,2.09,,,,,-6,-8,-12,13,17,27
1647,666134,647,OF,L,24,Col,Nolan,Jones,,,,,2.08,,,,,5,7,16,-17,-23,-52
1648,666464,648,OF,R,25,Mia,Jerar,Encarnacion,,,,,2.07,,,,,-3,-6,-8,7,13,17
1649,656448,649,OF,R,27,Was,Stone,Garrett,,,,,2.08,,,,,-6,-7,-14,12,14,31
1650,669003,650,OF,L,24,Mil,Garrett,Mitchell,,,,,2.15,,,,,4,6,15,-13,-20,-49
1651,641786,651,OF,R,27,Ari,Kyle,Lewis,,,,,2.1,,,,,-4,-4,-7,10,9,17
1652,676475,652,OF,L,24,StL,Alec,Burleson,,,,,2.07,,,,,3,5,14,-11,-18,-44
1653,656495,653,OF,R,27,Phi,Dalton,Guthrie,,,,,2.07,,,,,-4,-7,-9,9,15,21
1654,672279,654,OF,L,23,Cin,Michael,Siani,,,,,2.13,,,,,4,5,14,-12,-17,-44
1655,671218,655,OF,R,23,SF,Heliot,Ramos,,,,,2.07,,,,,-3,-6,-8,6,12,18
1656,681546,656,OF,L,25,LAD,James,Outman,,,,,2.07,,,,,5,7,17,-16,-21,-53
1657,680552,657,OF,L,25,Pit,Travis,Swaggerty,,,,,2.1,,,,,5,7,16,-14,-21,-49
