Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Franchy Cordero","BAL",18,77,69,16,9,4,0,3,10,9,7,0,26,1,0,0,,1,0,0.236264,0.0909091,0.331695,0.274074,0.310345,0.417582,0.317595,0.727927,0.181319,4.60191,0.331797,0,0.00783271,9.28482,0.480144,107.405,0.00783271,-0.0487434,0.6495009660720825,-1.773743387311697,0.139458,718.989990234375,,,,"14567"
"Isan Díaz","SFG",10,42,37,9,5,2,0,1,6,5,4,0,11,0,0,0,,0,0,0.231959,0.1,0.268182,0.372881,0.316629,0.396907,0.312506,0.713536,0.164948,3.87681,0.294574,0,-0.0967647,4.89464,0.0920873,102.687,-0.0967647,-0.338087,0.034359872341156006,-0.1380869299173355,0.137479,740.5800170898438,,,,"17922"
"Michael Busch","LAD",10,42,37,9,5,2,0,2,6,6,4,0,13,1,0,0,,0,0,0.230159,0.0912281,0.301754,0.302326,0.312281,0.418651,0.32041,0.730932,0.188492,2.83804,0.299363,0,-0.0677911,5.15839,0.35584,108.077,-0.0677911,-0.596976,0.32636188715696335,-0.4469763934612274,0.135706,999,,,,"sa3011540"
"Jackie Bradley Jr.","KCR",34,147,133,26,16,7,0,3,14,15,11,0,38,2,1,0,,1,1,0.196185,0.0716049,0.25679,0.278846,0.264851,0.316076,0.258718,0.580928,0.119891,3.87607,0.249027,0,-0.260799,10.8498,-5.95915,62.3069,-0.260799,3.18073,-6.495936959981918,3.105731785297394,0.135631,749.989990234375,,,,"12984"
"Yohel Pozo","OAK",8,32,31,8,6,2,0,1,3,4,1,0,4,0,0,0,,0,0,0.262391,0.0280112,0.123249,0.227273,0.285714,0.390671,0.293822,0.676385,0.12828,2.62704,0.279864,0,-0.0455001,3.25427,-0.404819,95.5932,-0.0455001,-0.16382,-0.20418807491660118,0.46117977797985077,0.133996,999,,,,"18848"
"Jacob Amaya","MIA",8,35,31,7,5,1,0,1,4,3,3,0,8,0,0,0,,0,0,0.230928,0.0972477,0.236697,0.410853,0.308257,0.350515,0.293503,0.658772,0.119588,4.35098,0.291429,0,-0.0481007,3.5505,-0.451626,90.3202,-0.0481007,0.153071,-0.4417243264615536,0.528070867061615,0.132708,999,,,,"sa3005081"
"Sam Hilliard","ATL",13,56,50,10,6,2,0,2,7,7,5,0,19,0,0,0,,1,0,0.20202,0.0950226,0.337104,0.281879,0.280543,0.383838,0.290258,0.664381,0.181818,6.12599,0.271552,0,0.0817879,5.53643,-0.866969,83.3408,0.0817879,0.764852,-1.0021094158291817,0.3648524582386017,0.130917,701.760009765625,,,,"17954"
"Pavin Smith","ARI",19,84,76,19,13,4,0,2,10,9,7,0,16,0,1,0,,0,0,0.256281,0.0861678,0.195011,0.44186,0.321995,0.399497,0.316213,0.721493,0.143216,2.99564,0.299342,0,-0.122705,10.0367,0.431597,101.742,-0.122705,-0.079579,0.04733607918024063,-1.6295789033174515,0.13061,745.1400146484375,,,,"19892"
"Brad Miller","TEX",84,364,327,70,44,10,1,15,41,46,35,1,109,1,1,0,,3,1,0.214789,0.0949367,0.300633,0.315789,0.291139,0.390845,0.298955,0.681984,0.176056,3.81333,0.271186,0,-0.0905821,38.5016,-3.12049,93.9519,-0.0905821,-1.62297,-2.567940428853035,-7.822972297668457,0.126263,661.1099853515625,,,,"12775"
"Yonny Hernandez","LAD",10,42,36,8,7,1,0,0,5,4,5,0,8,1,0,0,,2,1,0.223464,0.107914,0.179856,0.6,0.324455,0.276536,0.279178,0.600992,0.0530726,6.80026,0.279152,0,0.113397,3.7826,-1.01995,79.8833,0.113397,0.349165,-0.8682409822940826,0.6491650342941284,0.125368,750.3499755859375,,,,"19432"
"Danny Mendick","NYM",10,42,38,9,6,1,0,1,5,4,3,0,10,0,0,0,,1,0,0.233129,0.0828729,0.226519,0.365854,0.301939,0.340491,0.286874,0.64243,0.107362,4.20953,0.288703,0,-0.0649628,4.03942,-0.763134,89.3836,-0.0649628,0.15398,-0.583014003932476,0.3539801985025406,0.124322,750.8900146484375,,,,"18889"
"Jordan Groshans","MIA",13,56,50,13,10,2,0,1,6,4,5,0,11,0,0,0,,0,0,0.251232,0.0949227,0.196468,0.483146,0.322296,0.334975,0.294933,0.657271,0.0837438,1.99471,0.307937,0,-0.0867997,5.7444,-0.659002,91.2977,-0.0867997,-0.261578,-0.6529974490404129,-0.06157800555229187,0.122799,731.8499755859375,,,,"23794"
"Didi Gregorius",,19,84,77,18,12,4,1,2,9,10,5,0,13,1,1,0,,1,0,0.239344,0.0570571,0.153153,0.372549,0.291291,0.393443,0.297145,0.684734,0.154098,4.49308,0.257028,0,0.0278144,8.76422,-0.840884,91.4962,0.0278144,-1.69242,-0.7890540435910225,-0.7924236059188843,0.122775,999,,,,"6012"
"Tucupita Marcano","PIT",23,98,88,21,16,3,1,1,12,8,9,0,18,0,1,1,,1,1,0.236715,0.0907127,0.187905,0.482759,0.306522,0.330918,0.28524,0.63744,0.0942029,4.49492,0.283951,0,-0.352917,9.29809,-1.90786,81.8411,-0.352917,-0.0586552,-2.4204951524734497,0.2913448177278042,0.122644,749.5399780273438,,,,"22871"
"P.J. Higgins","ARI",6,26,23,6,4,1,0,0,2,3,2,0,6,0,0,0,,0,0,0.244828,0.0914634,0.237805,0.384615,0.319018,0.355172,0.300304,0.674191,0.110345,2.58274,0.314286,0,-0.0422028,2.73524,-0.192031,90.8637,-0.0422028,0.108,-0.3139457106590271,0.6080000028014183,0.12131,740.7000122070312,,,,"18433"
"Jo Adell","LAA",16,70,65,15,8,3,0,3,9,9,4,0,24,1,0,0,,1,0,0.230942,0.0619835,0.342975,0.180723,0.28719,0.428251,0.310498,0.715441,0.197309,4.55515,0.316794,0,-0.0544487,8.0461,0.0418529,100.317,-0.0544487,-0.3105,-0.02948225848376751,-1.0604999959468842,0.119646,539.280029296875,,,,"20220"
"Ehire Adrianza","ATL",23,98,86,20,15,4,0,1,12,11,9,0,21,1,1,0,,0,0,0.235955,0.0891089,0.212871,0.418605,0.313433,0.342697,0.293446,0.656129,0.106742,3.71346,0.291045,0,-0.198073,9.93696,-1.26899,85.5207,-0.198073,-0.663805,-1.846692368388176,-0.31380489468574524,0.119353,999,,,,"8418"
"Willie MacIver","COL",10,38,35,8,5,2,0,1,3,5,3,0,11,1,0,0,,1,0,0.222535,0.0666667,0.287179,0.232143,0.285347,0.352113,0.282716,0.63746,0.129577,3.192,0.293617,0,0.00529907,3.56631,-0.824595,65.71,0.00529907,0.601237,-1.5245388937182724,1.3512371182441711,0.117457,999,,,,"sa3007828"
"Brett Wisely","SFG",6,28,25,6,4,1,0,1,4,3,2,0,7,0,0,0,,1,0,0.243792,0.0835031,0.242363,0.344538,0.310204,0.37246,0.301595,0.682665,0.128668,5.98385,0.309148,0,-0.00431286,3.02038,-0.181317,95.2264,-0.00431286,0.1215,-0.15960466722026467,0.3214999958872795,0.115912,999,,,,"sa1170003"
"Casey Schmitt","SFG",16,70,64,15,10,3,0,2,7,8,4,0,17,1,0,0,,0,0,0.23341,0.0631579,0.244211,0.258621,0.290526,0.356979,0.286523,0.647506,0.12357,2.40168,0.291667,0,-0.152857,6.71282,-1.29144,84.9208,-0.152857,-0.143363,-1.3792306035757065,0.10663716495037079,0.113666,999,,,,"sa3014484"
"Andrew Velazquez","LAA",13,56,51,11,7,2,0,1,7,5,4,0,18,0,0,1,,3,0,0.213213,0.068306,0.319672,0.213675,0.270718,0.345345,0.271808,0.616064,0.132132,7.13262,0.3,0,0.32291,4.71562,-1.68778,73.0026,0.32291,0.120814,-1.3783775866031647,0.6708135157823563,0.112981,747.1199951171875,,,,"14196"
"Blake Sabol","SFG",49,202,182,43,27,8,2,5,22,26,17,0,64,1,1,0,,2,1,0.233503,0.0846682,0.315789,0.268116,0.30206,0.380711,0.299394,0.68277,0.147208,5.24759,0.329317,0,-0.185075,21.458,-1.66282,93.7219,-0.185075,-3.58269,-1.659956932067871,-4.082692384719849,0.111339,999,,,,"sa3010269"
"Jurickson Profar","COL",120,518,452,105,67,24,2,12,63,49,56,1,81,6,3,2,,6,2,0.233129,0.108734,0.156863,0.693182,0.323792,0.374233,0.310222,0.698026,0.141104,4.32623,0.258312,0,0.0279853,59.4276,0.196129,84.5185,0.0279853,-1.52867,-9.28931649029255,-7.078671336174011,0.111319,408.7300109863281,,,,"10815"
"Taylor Trammell","SEA",15,63,56,12,8,2,0,2,7,7,6,0,18,1,0,0,,1,1,0.208443,0.0936768,0.283372,0.330579,0.288732,0.348285,0.28379,0.637017,0.139842,4.88355,0.269076,0,0.00266583,5.90475,-1.29908,88.0947,0.00266583,0.454789,-0.8413480420131236,-0.12021100521087646,0.109721,749.8800048828125,,,,"19960"
"Tommy La Stella","SEA",45,196,179,43,30,8,1,4,22,18,14,0,26,1,1,0,,0,1,0.239216,0.0716846,0.132616,0.540541,0.297491,0.364706,0.292144,0.662197,0.12549,2.66191,0.257009,0,-0.465118,19.6711,-2.74081,93.9923,-0.465118,-0.373215,-1.7901665568351746,-3.42321515083313,0.108067,750.8300170898438,,,,"12371"
"Keston Hiura","MIL",8,35,31,7,4,1,0,2,4,5,3,0,12,1,0,0,,0,0,0.230971,0.0852535,0.354839,0.24026,0.318707,0.448819,0.334265,0.767526,0.217848,4.05482,0.322115,0,-0.031696,4.68388,0.681753,115.398,-0.031696,-0.00568421,0.5944651886820793,-0.7806841866113245,0.104089,534.4099731445312,,,,"20003"
"Jared Triolo","PIT",8,35,32,8,5,2,0,0,4,3,3,0,7,0,0,0,,1,0,0.240741,0.0838574,0.213836,0.392157,0.30608,0.351852,0.291106,0.657932,0.111111,5.22085,0.299694,0,0.0253059,3.48383,-0.518293,85.8516,0.0253059,0.237798,-0.5500289089977741,0.36279816925525665,0.103983,999,,,,"sa3010272"
"Victor Reyes","CHW",8,35,33,8,6,2,0,1,4,4,2,0,7,0,0,0,,1,0,0.256477,0.0484262,0.213075,0.227273,0.296117,0.398964,0.302538,0.69508,0.142487,4.93917,0.305842,0,-0.0475624,3.80171,-0.200418,95.9639,-0.0475624,0.255405,-0.20652751252055168,0.08040539920330048,0.103803,742.8800048828125,,,,"15487"
"Ben Rortvedt","NYY",8,32,29,6,4,1,0,1,3,4,2,0,10,1,0,0,,0,0,0.199115,0.0756972,0.318725,0.2375,0.272,0.331858,0.268141,0.603858,0.132743,1.75453,0.271429,0,-0.0775487,2.60142,-1.05767,73.0322,-0.0775487,0.357353,-1.048645667731762,0.9823529422283173,0.100052,749.6199951171875,,,,"20287"
"Lewin Díaz","BAL",6,28,26,6,3,1,0,1,4,4,2,0,7,0,0,0,,0,0,0.237581,0.059761,0.241036,0.247934,0.288845,0.455724,0.319188,0.744568,0.218143,2.70639,0.264798,0,-0.0324685,3.41172,0.210023,108.53,-0.0324685,0.296372,0.23629063740372658,-0.20362791419029236,0.0970657,749.2899780273438,,,,"18365"
"Andy Ibáñez","DET",5,21,19,5,3,1,0,0,3,2,2,0,3,0,0,0,,0,0,0.262087,0.072093,0.160465,0.449275,0.321678,0.391858,0.314439,0.713536,0.129771,4.21924,0.299685,0,-0.0209494,2.47956,0.0782888,106.178,-0.0209494,0.158972,0.1250398587435484,0.08397196233272552,0.0921726,750.0999755859375,,,,"18819"
"Braden Shewmake","ATL",15,63,59,14,9,2,0,2,7,7,3,0,15,0,0,0,,1,0,0.233108,0.0536278,0.236593,0.226667,0.277603,0.368243,0.28267,0.645846,0.135135,5.07722,0.283721,0,0.0257646,5.84871,-1.35512,78.1523,0.0257646,-0.355154,-1.5733988042920828,0.31984618306159973,0.0909367,999,,,,"sa3010332"
"Maikel Garcia","KCR",5,21,19,5,4,1,0,0,3,2,2,0,4,0,0,0,,1,0,0.256,0.0748175,0.195255,0.383178,0.310092,0.358,0.294412,0.668092,0.102,6.07593,0.31202,0,0.0485814,2.14545,-0.255823,87.506,0.0485814,0.17415,-0.246668491512537,0.3991499990224838,0.0862372,542.780029296875,,,,"22715"
"Jordan Diaz","OAK",6,28,26,7,5,1,0,1,3,3,1,0,5,0,0,0,,0,0,0.251908,0.0432432,0.176577,0.244898,0.288288,0.383588,0.293362,0.671876,0.131679,1.82663,0.286058,0,-0.0446785,2.83726,-0.364442,95.2686,-0.0446785,0,-0.19375620409846306,0.10000000149011612,0.0837922,680.010009765625,,,,"22650"
"Hanser Alberto","CHW",11,49,47,12,9,2,0,1,5,4,1,0,6,0,0,0,,0,0,0.261682,0.0238095,0.116071,0.205128,0.284431,0.370717,0.285425,0.655148,0.109034,3.7133,0.283154,0,-0.100971,4.65621,-0.946763,83.8822,-0.100971,0.0515455,-0.9896995425224304,0.22654546797275543,0.083735,749.1799926757812,,,,"11902"
"Chad Pinder","CIN",42,182,170,37,23,9,0,5,19,19,9,0,53,1,1,0,,1,1,0.218462,0.0518732,0.293948,0.176471,0.262248,0.363077,0.273465,0.625325,0.144615,2.41348,0.283721,0,-0.242359,15.5653,-5.24575,75.0458,-0.242359,0.772844,-5.436071187257767,0.2728441059589386,0.0836662,689.469970703125,,,,"15191"
"Austin Allen","MIA",5,19,18,4,3,1,0,1,2,2,1,0,5,0,0,0,,0,0,0.237226,0.0572391,0.26936,0.2125,0.287162,0.390511,0.294877,0.677673,0.153285,1.55628,0.299465,0,-0.0417309,1.96865,-0.226803,91.2591,-0.0417309,-0.0311538,-0.2367158979177475,0.3438461534678936,0.0790746,999,,,,"18083"
"Enmanuel Valdez","BOS",5,21,19,5,3,1,0,1,3,3,2,0,5,0,0,0,,0,0,0.247881,0.0733591,0.249035,0.294574,0.30695,0.432203,0.320208,0.739153,0.184322,4.05919,0.300912,0,-0.0180616,2.57582,0.174549,103.363,-0.0180616,-0.0597541,0.06141232140362263,0.01524590328335762,0.078276,999,,,,"sa917288"
"J.J. Matijevic","HOU",13,56,51,11,6,3,0,2,7,8,5,0,18,0,0,0,,1,0,0.224,0.0825243,0.322816,0.255639,0.291262,0.413333,0.306649,0.704595,0.189333,5.17156,0.299559,0,0.0629885,6.26563,-0.137775,100.015,0.0629885,0.0889412,0.06390665302751586,-1.1110588759183884,0.0773253,999,,,,"20165"
"Johan Camargo","KCR",5,21,19,5,4,1,0,0,2,2,2,0,4,0,0,0,,0,0,0.260745,0.0787402,0.191601,0.410959,0.32021,0.386819,0.310906,0.707029,0.126074,2.1239,0.30855,0,-0.0433368,2.42063,0.0193504,99.1504,-0.0433368,0,-0.06341366283595562,0.125,0.0766935,999,,,,"14950"
"Kevin Cron","OAK",6,28,25,6,3,1,0,1,3,4,2,0,8,0,0,0,,0,0,0.238267,0.0779221,0.301948,0.258065,0.305195,0.451264,0.326271,0.756458,0.212996,1.41561,0.296512,0,-0.0601892,3.56929,0.367585,118.501,-0.0601892,0,0.5227604657411575,-0.699999988079071,0.0750267,740.25,,,,"16211"
"Parker Meadows","DET",32,140,127,29,19,5,1,3,15,15,10,0,35,1,1,1,,2,1,0.225941,0.0702087,0.248577,0.282443,0.285714,0.357741,0.282737,0.643455,0.131799,5.14628,0.282353,0,-0.122354,13.0046,-3.00391,83.7975,-0.122354,0.026129,-2.674925670027733,-1.0738709904253483,0.0745711,999,,,,"sa3007943"
"Cristian Pache","OAK",78,336,312,67,43,15,2,6,31,31,20,0,94,1,1,1,,3,4,0.213793,0.0598291,0.279915,0.21374,0.263949,0.337931,0.265449,0.60188,0.124138,3.85672,0.283784,0,-1.11886,26.5963,-11.8241,75.5627,-1.11886,-0.243,-10.358603119850159,0.3569999635219574,0.0735027,715.5,,,,"19948"
"Miles Mastrobuoni","CHC",5,21,19,5,4,1,0,0,3,2,2,0,4,0,0,0,,0,0,0.266112,0.0871212,0.202652,0.429907,0.329545,0.376299,0.311943,0.705845,0.110187,5.50988,0.326975,0,-0.0146964,2.43793,0.0366545,100.96,-0.0146964,-0.0949219,0.008719378150999546,-0.01992187649011612,0.0730088,749.9299926757812,,,,"20017"
"Rafael Marchan","PHI",6,26,23,5,4,1,0,0,3,2,2,0,4,0,0,0,,0,0,0.231343,0.0648464,0.139932,0.463415,0.293515,0.313433,0.272899,0.606948,0.0820896,2.35949,0.262222,0,-0.0425428,2.1779,-0.749366,72.4676,-0.0425428,0.185143,-0.8614431209862232,0.6851428598165512,0.0719242,999,,,,"21646"
"Tres Barrera","STL",10,38,35,8,6,1,0,1,3,4,3,0,9,1,0,0,,0,0,0.221014,0.0751634,0.222222,0.338235,0.288525,0.322464,0.272238,0.610988,0.101449,2.1436,0.273171,0,-0.0862011,3.24667,-1.14424,76.9152,-0.0862011,-0.245928,-1.1161225587129593,0.504072293639183,0.0713896,999,,,,"19977"
"Nick Solak","CIN",5,21,19,5,3,1,0,1,3,3,2,0,4,0,0,0,,0,0,0.270023,0.0833333,0.211382,0.394231,0.344196,0.425629,0.338503,0.769825,0.155606,4.07272,0.320872,0,-0.0144225,2.88103,0.479759,111.739,-0.0144225,-0.0790244,0.2719900133088231,-0.3040243834257126,0.0708216,723.3499755859375,,,,"19294"
"David Dahl","SDP",31,133,122,28,18,6,1,3,16,15,9,0,35,1,1,0,,1,0,0.230994,0.0645161,0.266129,0.242424,0.282258,0.365497,0.283688,0.647755,0.134503,4.79767,0.297071,0,-0.0414334,12.4548,-2.75327,85.0464,-0.0414334,-0.0327447,-2.352135017514229,-1.4577447548508644,0.0698152,739.280029296875,,,,"13744"
"David Hamilton","BOS",5,21,19,5,3,1,0,0,3,2,2,0,5,0,0,0,,1,0,0.235033,0.0728745,0.246964,0.295082,0.295316,0.359202,0.289142,0.654517,0.124169,8.05069,0.304348,0,0.151053,2.05753,-0.343744,81.4305,0.151053,0.1944,-0.2877665311098099,0.2694000005722046,0.0682987,999,,,,"sa3014434"
"Ryan Vilade","PIT",10,42,38,9,7,2,0,0,5,3,3,0,8,0,0,0,,1,0,0.239035,0.0808678,0.191321,0.42268,0.30297,0.33114,0.282623,0.634111,0.0921053,5.19634,0.289694,0,-0.0748282,3.89755,-0.904998,80.0512,-0.0748282,0.726887,-1.048275925219059,0.2768869698047638,0.0673771,999,,,,"22165"
"Adam Haseley","CHW",8,35,32,7,5,1,0,1,4,4,2,0,7,0,0,0,,1,0,0.233415,0.0629213,0.202247,0.311111,0.291196,0.366093,0.289157,0.65729,0.132678,5.1901,0.272727,0,0.0471918,3.42965,-0.572474,86.5173,0.0471918,0.0830769,-0.48382849618792534,0.008076921105384827,0.0670931,999,,,,"19878"
"Mike Tauchman","CHC",3,14,12,3,2,1,0,0,2,1,2,0,4,0,0,0,,0,0,0.223333,0.115607,0.277457,0.416667,0.318841,0.36,0.302424,0.678841,0.136667,4.97365,0.301508,0,-0.0218182,1.51941,-0.0814391,94.4506,-0.0218182,0.416571,-0.11208313703536987,0.26657140254974365,0.0656774,999,,,,"15274"
"Matt Wallner","MIN",18,77,67,14,8,3,0,2,8,11,8,1,29,2,0,0,,0,0,0.211538,0.102421,0.372439,0.275,0.309125,0.384615,0.305223,0.69374,0.173077,4.07579,0.324111,0,-0.097902,8.528,-0.276679,99.8293,-0.097902,-0.189659,-0.11269667092710733,-1.7146586328744888,0.0656339,743.1900024414062,,,,"26466"
"Matt Reynolds","CIN",10,42,37,9,6,2,0,1,4,4,4,0,12,0,0,0,,0,0,0.240924,0.104956,0.282799,0.371134,0.323615,0.356436,0.303714,0.680051,0.115512,4.46344,0.334975,0,0.00472423,4.60131,-0.201244,87.9514,0.00472423,-0.475875,-0.5832123518921435,-0.22587496042251587,0.0634189,749.8599853515625,,,,"13788"
"Nathan Lukes","TOR",15,63,57,14,10,3,0,1,7,8,4,0,12,1,0,0,,1,0,0.248042,0.0666667,0.192857,0.345679,0.305489,0.357702,0.292625,0.663192,0.109661,4.51247,0.297659,0,0.0600016,6.34692,-0.856902,90.1797,0.0600016,-0.3915,-0.6361981742084026,-0.7664999961853027,0.0634033,999,,,,"sa875215"
"Ben Gamel","TBR",3,14,12,3,2,1,0,0,2,1,2,0,3,0,0,0,,0,0,0.24581,0.116223,0.244552,0.475248,0.339806,0.391061,0.322928,0.730867,0.145251,4.03678,0.316,0,-0.0281451,1.74746,0.146612,115.984,-0.0281451,0.0668571,0.22366397827863693,-0.08314286917448044,0.0615723,748.9299926757812,,,,"12160"
"Iván Herrera","STL",6,26,23,5,4,1,0,1,3,3,2,0,6,0,0,0,,0,0,0.223529,0.0932642,0.233161,0.4,0.303896,0.341176,0.288416,0.645073,0.117647,3.69877,0.276423,0,-0.0258913,2.49347,-0.433795,87.9776,-0.0258913,-0.401478,-0.38347477093338966,0.09852173924446106,0.0605161,748.6099853515625,,,,"20599"
"Jonathan Davis","DET",5,21,18,4,3,1,0,0,3,2,2,0,6,1,0,0,,1,0,0.208633,0.109756,0.265244,0.413793,0.321101,0.31295,0.290925,0.634051,0.104317,6.8126,0.281915,0,0.0540508,2.08728,-0.313992,89.5777,0.0540508,-0.0192475,-0.19224069267511368,0.055752478539943695,0.0558964,999,,,,"15104"
"Travis Jankowski","TEX",11,49,43,10,8,1,0,0,7,3,6,0,11,0,0,0,,2,0,0.223301,0.122363,0.21519,0.568627,0.322034,0.276699,0.274123,0.598733,0.0533981,6.37683,0.292208,0,0.192787,4.21628,-1.3867,76.4213,0.192787,0.296386,-1.1073327660560608,0.07138635218143463,0.0550928,999,,,,"13768"
"Bryce Johnson","SFG",8,35,31,7,5,1,0,0,4,3,3,0,10,0,0,0,,2,0,0.23219,0.0829384,0.291469,0.284553,0.304038,0.329815,0.284046,0.633853,0.0976253,6.99851,0.328063,0,0.114413,3.28754,-0.714586,83.2272,0.114413,-0.1125,-0.5676411837339401,-0.08750000596046448,0.0548543,999,,,,"20002"
"Brenton Doyle","COL",6,28,26,7,5,1,0,1,3,4,1,0,9,0,0,0,,1,0,0.251627,0.0468432,0.331976,0.141104,0.291837,0.407809,0.304508,0.699646,0.156182,6.1325,0.352113,0,0.0552996,3.08518,-0.116517,80.6109,0.0552996,0.0553846,-0.5754567570984364,0.1553846150636673,0.0548074,999,,,,"sa3009965"
"Cam Gallagher","CLE",6,26,23,5,3,1,0,0,2,2,2,0,6,0,0,0,,0,0,0.212766,0.0822785,0.240506,0.342105,0.282051,0.312057,0.266582,0.594108,0.0992908,1.67354,0.27451,0,-0.0871548,2.04941,-0.877857,70.9878,-0.0871548,0.124615,-0.9229273647069931,0.6246153861284256,0.0542886,999,,,,"12981"
"Ceddanne Rafaela","BOS",3,14,13,3,2,1,0,0,2,2,1,0,3,0,0,0,,0,0,0.251534,0.0383877,0.245681,0.15625,0.288462,0.425358,0.308063,0.713819,0.173824,7.26443,0.308571,0,0.0212041,1.58214,-0.0187119,94.789,0.0212041,0.078958,-0.06089133396744728,0.12895798310637474,0.0539649,999,,,,"sa3005581"
"Tim Locastro","NYM",3,14,12,3,2,1,0,0,2,1,1,0,3,1,0,0,,1,0,0.225941,0.0551471,0.209559,0.263158,0.316176,0.343096,0.297874,0.659273,0.117155,7.74518,0.27933,0,0.0580075,1.46881,-0.132036,96.905,0.0580075,-0.037125,0.007665425539016724,0.012874998152256012,0.0516134,742,,,,"15124"
"Brandon Dixon","SDP",5,21,19,5,3,1,0,1,2,3,1,0,6,0,0,0,,0,0,0.234657,0.0662252,0.307947,0.215054,0.288079,0.444043,0.314211,0.732123,0.209386,5.01366,0.294798,0,0.0113173,2.47577,0.0744903,105.917,0.0113173,-0.153797,0.15568677242845297,-0.3787974715232849,0.0507592,750.4299926757812,,,,"15214"
"Rylan Bannon","HOU",6,28,25,5,3,1,0,1,3,3,3,0,7,0,0,0,,0,0,0.206983,0.0951327,0.265487,0.358333,0.292035,0.351621,0.287139,0.643656,0.144638,4.5569,0.261993,0,-0.000512147,2.69883,-0.502866,86.2411,-0.000512147,-0.0817297,-0.43403177824802697,0.018270276486873627,0.0499828,999,,,,"19768"
"Brett Sullivan","SDP",3,13,12,3,2,1,0,0,2,1,1,0,2,0,0,0,,0,0,0.237057,0.0673317,0.159601,0.421875,0.289277,0.362398,0.284718,0.651675,0.125341,4.72209,0.265781,0,-0.0111823,1.20913,-0.254503,85.7507,-0.0111823,0.00635294,-0.22309185843914747,0.25635294103994966,0.0487099,999,,,,"sa857232"
"Tyler Nevin","DET",29,126,112,25,17,5,0,3,12,12,11,0,28,1,1,0,,1,0,0.223058,0.0894855,0.219239,0.408163,0.299776,0.345865,0.288215,0.645641,0.122807,2.85384,0.268707,0,-0.122877,12.2525,-2.1552,87.6647,-0.122877,-1.39349,-1.8718730732798576,-1.693486750125885,0.0470132,999,,,,"17893"
"Taylor Motter","STL",6,28,25,5,3,1,0,1,3,3,3,0,7,0,0,0,,0,0,0.215488,0.109467,0.260355,0.420455,0.301775,0.397306,0.306095,0.699082,0.181818,2.6087,0.256281,0,-0.0417077,3.12049,-0.0812087,100.066,-0.0417077,-0.375545,-0.039560239063575864,-0.4755454435944557,0.0448292,999,,,,"12399"
"Tyler Wade","OAK",3,14,12,3,2,1,0,0,2,1,1,0,3,0,0,0,,1,0,0.232026,0.0874636,0.230321,0.379747,0.305882,0.326797,0.28314,0.63268,0.0947712,7.13226,0.299107,0,0.0436424,1.30493,-0.295917,88.0518,0.0436424,0.0149538,-0.1445923186838627,0.11495384853333235,0.0437062,750.510009765625,,,,"15730"
"Justyn-Henry Malloy","DET",11,49,42,10,7,2,0,1,6,4,6,0,14,0,1,0,,0,0,0.225597,0.116323,0.281426,0.413333,0.318949,0.347072,0.2989,0.666021,0.121475,2.87442,0.301639,0,-0.0338654,5.18078,-0.422194,95.208,-0.0338654,-0.128571,-0.2980916164815426,-0.8535714596509933,0.0429429,999,,,,"sa3017073"
"Jason Vosler","CIN",10,42,38,8,5,1,0,1,5,5,3,0,11,0,0,0,,0,0,0.220339,0.0767544,0.260965,0.294118,0.285714,0.372881,0.28923,0.658596,0.152542,3.33739,0.269504,0,-0.0367197,4.11801,-0.684545,78.0472,-0.0367197,-0.0553171,-1.1079568602144718,0.09468293190002441,0.04198,999,,,,"16686"
"Pedro Severino","SDP",11,45,41,9,7,2,0,1,4,5,4,0,11,0,0,0,,0,0,0.230241,0.0809969,0.242991,0.333333,0.29595,0.343643,0.28478,0.639593,0.113402,2.29261,0.288462,0,-0.043509,4.23416,-0.888557,85.793,-0.043509,-1.21221,-0.7829909361898899,-0.33720695972442627,0.0406447,749.280029296875,,,,"14523"
"Chris Owings","PIT",5,21,19,4,2,1,0,1,2,2,2,0,7,0,0,0,,0,0,0.202335,0.0842105,0.336842,0.25,0.274648,0.342412,0.274072,0.61706,0.140078,5.14485,0.290323,0,-0.0318025,1.80612,-0.595153,74.2044,-0.0318025,0.202045,-0.661180317401886,0.32704494893550873,0.0391021,999,,,,"10030"
"Daz Cameron","BAL",6,28,25,6,4,1,0,1,3,4,2,0,8,0,0,0,,1,0,0.220903,0.0751073,0.296137,0.253623,0.291846,0.36342,0.290367,0.655266,0.142518,5.78854,0.296703,0,0.0353963,2.77064,-0.43106,88.1833,0.0353963,0.0173571,-0.3369275592267513,-0.18264284543693066,0.0390832,747.8099975585938,,,,"18353"
"Liover Peguero","PIT",6,28,26,6,4,1,0,0,3,2,1,0,6,0,0,0,,1,0,0.236253,0.0494297,0.224335,0.220339,0.277778,0.346232,0.273683,0.62401,0.10998,6.12128,0.294278,0,0.0403925,2.39951,-0.802189,73.9384,0.0403925,-0.0816807,-0.8074295371770859,0.2183193415403366,0.037059,749.6599731445312,,,,"24273"
